"caution_order_id","corridor_code","zone","section_from","section_to","track_line","km_from","km_to","normal_sectional_speed_kmph","imposed_caution_speed_kmph","speed_drop_kmph","speed_drop_pct","restriction_reason","triggering_defect_code","triggering_defect_name","defect_category","imposition_timestamp","planned_lifting_timestamp","actual_lifting_timestamp","status","average_train_detention_min","daily_impacted_trains_count","coa_direct_feed_synced","correlated_bdms_block_id","responsible_pway_officer","caution_board_displayed"
"","DLI-AMB","NR","GNU","PNP","SINGLE_LINE","131.472","133.454","","","","","","","","","","","","","","","","","",""
"","CSTM-PUNE","CR","CSTM","KJT","SINGLE_LINE","42.708","46.464","","","","","","","","","","","","","","","","","",""
"","BCT-ADI","WR","BL","ST","LOOP_LINE","352.42","353.84","","","","","","","","","","","","","","","","","",""
"","CSTM-PUNE","CR","CSTM","KJT","DN_MAIN","74.982","78.574","","","","","","","","","","","","","","","","","",""
"","NDLS-CNB","NR","ALJN","TDL","SINGLE_LINE","407.208","410.238","","","","","","","","","","","","","","","","","",""
"","HWH-ASN","ER","DGR","RNG","LOOP_LINE","72.204","75.647","","","","","","","","","","","","","","","","","",""
"","HWH-ASN","ER","PAN","DGR","DN_MAIN","126.451","128.892","","","","","","","","","","","","","","","","","",""
"","DLI-AGC","NCR","PWL","KSV","UP_MAIN","140.489","143.457","","","","","","","","","","","","","","","","","",""
"","MAS-SBC","SR","KJM","SBC","DN_MAIN","301.515","302.261","","","","","","","","","","","","","","","","","",""
"","MAS-SBC","SR","BWT","KJM","DN_MAIN","256.714","260.027","","","","","","","","","","","","","","","","","",""
"","MAS-SBC","SR","AJJ","KPD","DN_MAIN","59.009","61.482","","","","","","","","","","","","","","","","","",""
"","MAS-SBC","SR","JTJ","BWT","LOOP_LINE","346.263","346.992","","","","","","","","","","","","","","","","","",""
"","BCT-ADI","WR","BRC","ADI","SINGLE_LINE","444.896","445.712","","","","","","","","","","","","","","","","","",""
"","CSTM-PUNE","CR","LNV","PUNE","DN_MAIN","16.478","17.965","","","","","","","","","","","","","","","","","",""
"","DLI-AGC","NCR","NZM","FDB","SINGLE_LINE","117.944","120.851","","","","","","","","","","","","","","","","","",""
"","DLI-AGC","NCR","MTJ","AGC","DN_MAIN","12.421","14.698","","","","","","","","","","","","","","","","","",""
"","DLI-AGC","NCR","KSV","MTJ","UP_MAIN","161.532","163.191","","","","","","","","","","","","","","","","","",""
"","NDLS-CNB","NR","GZB","ALJN","LOOP_LINE","434","435.774","","","","","","","","","","","","","","","","","",""
"","DLI-AMB","NR","PNP","KUN","LOOP_LINE","122.453","125.189","","","","","","","","","","","","","","","","","",""
"","DLI-AGC","NCR","NDLS","NZM","DN_MAIN","88.443","90.326","","","","","","","","","","","","","","","","","",""
"","CSTM-PUNE","CR","KAT","LNV","SINGLE_LINE","142.061","145.584","","","","","","","","","","","","","","","","","",""
"","MAS-SBC","SR","MAS","AJJ","SINGLE_LINE","346.651","349.236","","","","","","","","","","","","","","","","","",""
"","SC-BZA","SCR","KZJ","WLMD","SINGLE_LINE","37.99","38.823","","","","","","","","","","","","","","","","","",""
"","CSTM-PUNE","CR","LNV","PUNE","UP_MAIN","147.624","148.476","","","","","","","","","","","","","","","","","",""
"","CSTM-PUNE","CR","LNV","PUNE","DN_MAIN","3.654","5.608","","","","","","","","","","","","","","","","","",""
"","CSTM-PUNE","CR","KYN","KAT","LOOP_LINE","106.726","110.139","","","","","","","","","","","","","","","","","",""
"","HWH-ASN","ER","HWH","BDC","SINGLE_LINE","117.916","119.15","","","","","","","","","","","","","","","","","",""
"","DLI-AGC","NCR","NZM","FDB","DN_MAIN","95.514","97.461","","","","","","","","","","","","","","","","","",""
"","MAS-SBC","SR","KPD","JTJ","SINGLE_LINE","266.656","270.157","","","","","","","","","","","","","","","","","",""
"","SC-BZA","SCR","KZJ","WLMD","DN_MAIN","251.211","252.181","","","","","","","","","","","","","","","","","",""
"","MAS-SBC","SR","AJJ","KPD","LOOP_LINE","299.874","301.281","","","","","","","","","","","","","","","","","",""
"","MAS-SBC","SR","JTJ","BWT","DN_MAIN","103.309","104.19","","","","","","","","","","","","","","","","","",""
"","MAS-SBC","SR","MAS","AJJ","UP_MAIN","18.064","20.415","","","","","","","","","","","","","","","","","",""
"","CSTM-PUNE","CR","CSTM","KJT","DN_MAIN","138.299","140.092","","","","","","","","","","","","","","","","","",""
"","BCT-ADI","WR","BL","ST","UP_MAIN","276","276.86","","","","","","","","","","","","","","","","","",""
"","CSTM-PUNE","CR","KJT","LNL","LOOP_LINE","75.397","76.361","","","","","","","","","","","","","","","","","",""
"","SC-BZA","SCR","WLMD","NLDA","DN_MAIN","119.722","122.896","","","","","","","","","","","","","","","","","",""
"","DLI-AGC","NCR","NZM","FDB","DN_MAIN","103.355","103.935","","","","","","","","","","","","","","","","","",""
"","SC-BZA","SCR","NLDA","BZA","DN_MAIN","126.867","130.158","","","","","","","","","","","","","","","","","",""
"","NDLS-CNB","NR","NDLS","GZB","SINGLE_LINE","266.919","270.312","","","","","","","","","","","","","","","","","",""
"","DLI-AGC","NCR","KSV","MTJ","SINGLE_LINE","144.058","144.925","","","","","","","","","","","","","","","","","",""
"","CSTM-PUNE","CR","LNV","PUNE","LOOP_LINE","69.611","70.76","","","","","","","","","","","","","","","","","",""
"","NDLS-CNB","NR","NDLS","GZB","DN_MAIN","155.051","157.582","","","","","","","","","","","","","","","","","",""
"","SC-BZA","SCR","WLMD","NLDA","UP_MAIN","250.843","253.27","","","","","","","","","","","","","","","","","",""
"","CSTM-PUNE","CR","KAT","LNV","UP_MAIN","93.184","94.551","","","","","","","","","","","","","","","","","",""
"","HWH-ASN","ER","HWH","BDC","UP_MAIN","199.585","200.672","","","","","","","","","","","","","","","","","",""
"","DLI-AMB","NR","GNU","PNP","UP_MAIN","139.607","140.539","","","","","","","","","","","","","","","","","",""
"","SC-BZA","SCR","KZJ","WLMD","UP_MAIN","261.335","264.484","","","","","","","","","","","","","","","","","",""
"","DLI-AGC","NCR","KSV","MTJ","UP_MAIN","159.469","162.457","","","","","","","","","","","","","","","","","",""
"","DLI-AMB","NR","DLI","SZM","LOOP_LINE","188.114","190.177","","","","","","","","","","","","","","","","","",""
"","DLI-AGC","NCR","PWL","KSV","SINGLE_LINE","52.819","55.235","","","","","","","","","","","","","","","","","",""
"","BCT-ADI","WR","MMCT","BVI","DN_MAIN","304.435","306.028","","","","","","","","","","","","","","","","","",""
"","DLI-AGC","NCR","PWL","KSV","DN_MAIN","144.902","148.045","","","","","","","","","","","","","","","","","",""
"","CSTM-PUNE","CR","LNV","PUNE","LOOP_LINE","141.723","144.813","","","","","","","","","","","","","","","","","",""
"","NDLS-CNB","NR","ALJN","TDL","UP_MAIN","328.056","329.556","","","","","","","","","","","","","","","","","",""
"","CSTM-PUNE","CR","LNL","KYN","LOOP_LINE","104.382","106.754","","","","","","","","","","","","","","","","","",""
"","CSTM-PUNE","CR","CSTM","KJT","LOOP_LINE","2.265","5.553","","","","","","","","","","","","","","","","","",""
"","NDLS-CNB","NR","ETW","CNB","DN_MAIN","61.249","63.32","","","","","","","","","","","","","","","","","",""
"","SC-BZA","SCR","NLDA","BZA","DN_MAIN","138.422","142.026","","","","","","","","","","","","","","","","","",""
"","DLI-AMB","NR","GNU","PNP","UP_MAIN","31.131","33.125","","","","","","","","","","","","","","","","","",""
"","CSTM-PUNE","CR","CSTM","KJT","LOOP_LINE","149.961","150.625","","","","","","","","","","","","","","","","","",""
"","DLI-AMB","NR","DLI","SZM","UP_MAIN","125.684","129.09","","","","","","","","","","","","","","","","","",""
"","BCT-ADI","WR","ST","BRC","LOOP_LINE","169.55","170.389","","","","","","","","","","","","","","","","","",""
"","MAS-SBC","SR","JTJ","BWT","UP_MAIN","88.776","91.508","","","","","","","","","","","","","","","","","",""
"","SC-BZA","SCR","WLMD","NLDA","UP_MAIN","254.053","257.075","","","","","","","","","","","","","","","","","",""
"","NDLS-CNB","NR","ALJN","TDL","UP_MAIN","253.773","254.382","","","","","","","","","","","","","","","","","",""
"","BCT-ADI","WR","VAPI","BL","SINGLE_LINE","235.001","238.059","","","","","","","","","","","","","","","","","",""
"","CSTM-PUNE","CR","CSTM","KJT","SINGLE_LINE","1.662","4.807","","","","","","","","","","","","","","","","","",""
"","MAS-SBC","SR","KPD","JTJ","SINGLE_LINE","271.134","272.383","","","","","","","","","","","","","","","","","",""
"","HWH-ASN","ER","DGR","RNG","UP_MAIN","125.767","128.994","","","","","","","","","","","","","","","","","",""
"","CSTM-PUNE","CR","LNV","PUNE","DN_MAIN","109.608","111.553","","","","","","","","","","","","","","","","","",""
"","BCT-ADI","WR","VAPI","BL","SINGLE_LINE","144.339","147.732","","","","","","","","","","","","","","","","","",""
"","NDLS-CNB","NR","ALJN","TDL","SINGLE_LINE","24.062","26.252","","","","","","","","","","","","","","","","","",""
"","CSTM-PUNE","CR","KAT","LNV","UP_MAIN","72.932","75.039","","","","","","","","","","","","","","","","","",""
"","HWH-ASN","ER","BDC","BWN","LOOP_LINE","145.185","146.225","","","","","","","","","","","","","","","","","",""
"","DLI-AGC","NCR","KSV","MTJ","UP_MAIN","115.277","117.763","","","","","","","","","","","","","","","","","",""
"","HWH-ASN","ER","RNG","ASN","LOOP_LINE","30.629","33.585","","","","","","","","","","","","","","","","","",""
"","BCT-ADI","WR","BRC","ADI","SINGLE_LINE","220.953","221.442","","","","","","","","","","","","","","","","","",""
"","MAS-SBC","SR","AJJ","KPD","LOOP_LINE","9.925","11.975","","","","","","","","","","","","","","","","","",""
"","SC-BZA","SCR","NLDA","BZA","UP_MAIN","114.75","116.444","","","","","","","","","","","","","","","","","",""
"","DLI-AMB","NR","PNP","KUN","DN_MAIN","91.121","94.043","","","","","","","","","","","","","","","","","",""
"","DLI-AGC","NCR","MTJ","AGC","SINGLE_LINE","136.371","137.385","","","","","","","","","","","","","","","","","",""
"","DLI-AGC","NCR","KSV","MTJ","SINGLE_LINE","58.533","60.993","","","","","","","","","","","","","","","","","",""
"","BCT-ADI","WR","BL","ST","UP_MAIN","180.068","183.894","","","","","","","","","","","","","","","","","",""
"","DLI-AMB","NR","SNP","GNU","SINGLE_LINE","73.628","74.677","","","","","","","","","","","","","","","","","",""
"","HWH-ASN","ER","PAN","DGR","DN_MAIN","92.775","96.075","","","","","","","","","","","","","","","","","",""
"","DLI-AGC","NCR","FDB","PWL","UP_MAIN","99.405","103.058","","","","","","","","","","","","","","","","","",""
"","CSTM-PUNE","CR","LNV","PUNE","SINGLE_LINE","102.511","104.811","","","","","","","","","","","","","","","","","",""
"","MAS-SBC","SR","AJJ","KPD","SINGLE_LINE","224.402","225.549","","","","","","","","","","","","","","","","","",""
"","MAS-SBC","SR","AJJ","KPD","SINGLE_LINE","134.385","136.037","","","","","","","","","","","","","","","","","",""
"","NDLS-CNB","NR","TDL","ETW","LOOP_LINE","61.497","64.124","","","","","","","","","","","","","","","","","",""
"","CSTM-PUNE","CR","KAT","LNV","DN_MAIN","132.023","135.888","","","","","","","","","","","","","","","","","",""
"","MAS-SBC","SR","KPD","JTJ","UP_MAIN","210.594","214.393","","","","","","","","","","","","","","","","","",""
"","DLI-AGC","NCR","NZM","FDB","UP_MAIN","64.89","66.267","","","","","","","","","","","","","","","","","",""
"","CSTM-PUNE","CR","KJT","LNL","LOOP_LINE","121.925","123.325","","","","","","","","","","","","","","","","","",""
"","SC-BZA","SCR","NLDA","BZA","DN_MAIN","73.53","74.379","","","","","","","","","","","","","","","","","",""
"","DLI-AGC","NCR","NZM","FDB","SINGLE_LINE","142.032","144.84","","","","","","","","","","","","","","","","","",""
"","MAS-SBC","SR","BWT","KJM","SINGLE_LINE","38.084","40.801","","","","","","","","","","","","","","","","","",""
"","DLI-AGC","NCR","PWL","KSV","UP_MAIN","15.415","18.066","","","","","","","","","","","","","","","","","",""
"","MAS-SBC","SR","AJJ","KPD","LOOP_LINE","233.014","235.94","","","","","","","","","","","","","","","","","",""
"","DLI-AMB","NR","PNP","KUN","DN_MAIN","47.03","48.466","","","","","","","","","","","","","","","","","",""
"","MAS-SBC","SR","BWT","KJM","SINGLE_LINE","219.747","221.897","","","","","","","","","","","","","","","","","",""
"","CSTM-PUNE","CR","LNL","KYN","UP_MAIN","182.047","185.131","","","","","","","","","","","","","","","","","",""
"","MAS-SBC","SR","AJJ","KPD","SINGLE_LINE","139.742","143.676","","","","","","","","","","","","","","","","","",""
"","CSTM-PUNE","CR","KJT","LNL","DN_MAIN","155.916","159.07","","","","","","","","","","","","","","","","","",""
"","BCT-ADI","WR","BL","ST","LOOP_LINE","469.616","473.476","","","","","","","","","","","","","","","","","",""
"","BCT-ADI","WR","BRC","ADI","LOOP_LINE","30.421","31.294","","","","","","","","","","","","","","","","","",""
"","BCT-ADI","WR","MMCT","BVI","LOOP_LINE","347.872","351.248","","","","","","","","","","","","","","","","","",""
"","HWH-ASN","ER","HWH","BDC","LOOP_LINE","103.518","106.168","","","","","","","","","","","","","","","","","",""
"","DLI-AGC","NCR","MTJ","AGC","SINGLE_LINE","146.546","149.395","","","","","","","","","","","","","","","","","",""
"","BCT-ADI","WR","ST","BRC","LOOP_LINE","130.403","133.836","","","","","","","","","","","","","","","","","",""
"","BCT-ADI","WR","PLG","VAPI","SINGLE_LINE","288.186","290.154","","","","","","","","","","","","","","","","","",""
"","MAS-SBC","SR","AJJ","KPD","LOOP_LINE","185.788","187.698","","","","","","","","","","","","","","","","","",""
"","SC-BZA","SCR","KZJ","WLMD","UP_MAIN","154.271","156.958","","","","","","","","","","","","","","","","","",""
"","DLI-AGC","NCR","MTJ","AGC","LOOP_LINE","148.374","149.266","","","","","","","","","","","","","","","","","",""
"","NDLS-CNB","NR","GZB","ALJN","UP_MAIN","177.529","178.201","","","","","","","","","","","","","","","","","",""
"","SC-BZA","SCR","NLDA","BZA","DN_MAIN","25.089","27.998","","","","","","","","","","","","","","","","","",""
"","HWH-ASN","ER","PAN","DGR","UP_MAIN","198.748","200.855","","","","","","","","","","","","","","","","","",""
"","DLI-AMB","NR","SNP","GNU","UP_MAIN","62.423","65.505","","","","","","","","","","","","","","","","","",""
"","BCT-ADI","WR","BVI","PLG","LOOP_LINE","473.405","476.794","","","","","","","","","","","","","","","","","",""
"","MAS-SBC","SR","KPD","JTJ","DN_MAIN","18.774","19.488","","","","","","","","","","","","","","","","","",""
"","SC-BZA","SCR","WLMD","NLDA","LOOP_LINE","102.775","104.55","","","","","","","","","","","","","","","","","",""
"","DLI-AMB","NR","DLI","SZM","SINGLE_LINE","173.312","174.707","","","","","","","","","","","","","","","","","",""
"","NDLS-CNB","NR","TDL","ETW","SINGLE_LINE","368.531","370.781","","","","","","","","","","","","","","","","","",""
"","BCT-ADI","WR","PLG","VAPI","LOOP_LINE","254.191","256.041","","","","","","","","","","","","","","","","","",""
"","MAS-SBC","SR","BWT","KJM","LOOP_LINE","309.508","310.543","","","","","","","","","","","","","","","","","",""
"","BCT-ADI","WR","BRC","ADI","SINGLE_LINE","105.798","107.461","","","","","","","","","","","","","","","","","",""
"","CSTM-PUNE","CR","LNL","KYN","LOOP_LINE","14.001","15.643","","","","","","","","","","","","","","","","","",""
"","DLI-AMB","NR","KUN","UMB","LOOP_LINE","95.408","97.595","","","","","","","","","","","","","","","","","",""
"","MAS-SBC","SR","JTJ","BWT","DN_MAIN","339.698","342.072","","","","","","","","","","","","","","","","","",""
"","BCT-ADI","WR","MMCT","BVI","DN_MAIN","149.514","151.231","","","","","","","","","","","","","","","","","",""
"","NDLS-CNB","NR","ETW","CNB","SINGLE_LINE","406.045","408.74","","","","","","","","","","","","","","","","","",""
"","DLI-AMB","NR","SZM","SNP","UP_MAIN","111.762","112.289","","","","","","","","","","","","","","","","","",""
"","DLI-AMB","NR","KUN","UMB","SINGLE_LINE","122.434","123.128","","","","","","","","","","","","","","","","","",""
"","CSTM-PUNE","CR","KAT","LNV","SINGLE_LINE","45.291","49.267","","","","","","","","","","","","","","","","","",""
"","DLI-AGC","NCR","NZM","FDB","DN_MAIN","7.5","10.634","","","","","","","","","","","","","","","","","",""
"","CSTM-PUNE","CR","LNL","KYN","DN_MAIN","131.126","132.774","","","","","","","","","","","","","","","","","",""
"","DLI-AGC","NCR","FDB","PWL","SINGLE_LINE","87.593","90.444","","","","","","","","","","","","","","","","","",""
"","NDLS-CNB","NR","ETW","CNB","LOOP_LINE","235.656","236.607","","","","","","","","","","","","","","","","","",""
"","SC-BZA","SCR","SC","KZJ","LOOP_LINE","10.325","13.877","","","","","","","","","","","","","","","","","",""
"","BCT-ADI","WR","MMCT","BVI","DN_MAIN","150.282","151.372","","","","","","","","","","","","","","","","","",""
"","SC-BZA","SCR","WLMD","NLDA","DN_MAIN","112.587","115.905","","","","","","","","","","","","","","","","","",""
"","SC-BZA","SCR","NLDA","BZA","LOOP_LINE","212.04","212.657","","","","","","","","","","","","","","","","","",""
"","CSTM-PUNE","CR","LNL","KYN","UP_MAIN","52.712","56.613","","","","","","","","","","","","","","","","","",""
"","MAS-SBC","SR","MAS","AJJ","SINGLE_LINE","347.723","349.246","","","","","","","","","","","","","","","","","",""
"","SC-BZA","SCR","WLMD","NLDA","UP_MAIN","134.907","136.373","","","","","","","","","","","","","","","","","",""
"","DLI-AMB","NR","GNU","PNP","DN_MAIN","93.656","95.143","","","","","","","","","","","","","","","","","",""
"","HWH-ASN","ER","HWH","BDC","DN_MAIN","22.935","26.482","","","","","","","","","","","","","","","","","",""
"","MAS-SBC","SR","KJM","SBC","SINGLE_LINE","298.691","299.183","","","","","","","","","","","","","","","","","",""
"","DLI-AGC","NCR","NZM","FDB","UP_MAIN","31.232","33.578","","","","","","","","","","","","","","","","","",""
"","MAS-SBC","SR","JTJ","BWT","SINGLE_LINE","261.59","265.408","","","","","","","","","","","","","","","","","",""
"","SC-BZA","SCR","SC","KZJ","LOOP_LINE","146.747","150.504","","","","","","","","","","","","","","","","","",""
"","DLI-AMB","NR","SNP","GNU","DN_MAIN","113.444","116.151","","","","","","","","","","","","","","","","","",""
"","CSTM-PUNE","CR","LNV","PUNE","DN_MAIN","48.058","48.812","","","","","","","","","","","","","","","","","",""
"","MAS-SBC","SR","KPD","JTJ","DN_MAIN","343.325","345.513","","","","","","","","","","","","","","","","","",""
"","DLI-AGC","NCR","NDLS","NZM","DN_MAIN","160.263","162.372","","","","","","","","","","","","","","","","","",""
"","DLI-AMB","NR","DLI","SZM","DN_MAIN","161.966","164.9","","","","","","","","","","","","","","","","","",""
"","CSTM-PUNE","CR","KJT","LNL","LOOP_LINE","140.797","141.855","","","","","","","","","","","","","","","","","",""
"","BCT-ADI","WR","BVI","PLG","SINGLE_LINE","14.528","15.592","","","","","","","","","","","","","","","","","",""
"","DLI-AGC","NCR","FDB","PWL","LOOP_LINE","105.917","108.393","","","","","","","","","","","","","","","","","",""
"","DLI-AMB","NR","PNP","KUN","LOOP_LINE","99.278","101.778","","","","","","","","","","","","","","","","","",""
"","MAS-SBC","SR","JTJ","BWT","SINGLE_LINE","102.77","104.278","","","","","","","","","","","","","","","","","",""
"","MAS-SBC","SR","KJM","SBC","DN_MAIN","241.345","242.735","","","","","","","","","","","","","","","","","",""
"","BCT-ADI","WR","MMCT","BVI","LOOP_LINE","87.117","90.782","","","","","","","","","","","","","","","","","",""
"","HWH-ASN","ER","BDC","BWN","SINGLE_LINE","66.756","68.549","","","","","","","","","","","","","","","","","",""
"","MAS-SBC","SR","BWT","KJM","LOOP_LINE","351.385","354.983","","","","","","","","","","","","","","","","","",""
"","SC-BZA","SCR","WLMD","NLDA","UP_MAIN","167.036","167.865","","","","","","","","","","","","","","","","","",""
"","NDLS-CNB","NR","ALJN","TDL","DN_MAIN","228.074","229.579","","","","","","","","","","","","","","","","","",""
"","DLI-AMB","NR","DLI","SZM","LOOP_LINE","14.815","18.37","","","","","","","","","","","","","","","","","",""
"","BCT-ADI","WR","VAPI","BL","UP_MAIN","160.723","164.481","","","","","","","","","","","","","","","","","",""
"","NDLS-CNB","NR","NDLS","GZB","LOOP_LINE","62.563","62.978","","","","","","","","","","","","","","","","","",""
"","BCT-ADI","WR","PLG","VAPI","DN_MAIN","133.043","135.11","","","","","","","","","","","","","","","","","",""
"","DLI-AGC","NCR","FDB","PWL","UP_MAIN","137.454","139.415","","","","","","","","","","","","","","","","","",""
"","DLI-AMB","NR","KUN","UMB","LOOP_LINE","105.159","108.565","","","","","","","","","","","","","","","","","",""
"","HWH-ASN","ER","BWN","PAN","UP_MAIN","81.408","82.646","","","","","","","","","","","","","","","","","",""
"","SC-BZA","SCR","KZJ","WLMD","UP_MAIN","171.777","173.194","","","","","","","","","","","","","","","","","",""
"","NDLS-CNB","NR","ALJN","TDL","LOOP_LINE","115.848","118.367","","","","","","","","","","","","","","","","","",""
"","HWH-ASN","ER","BDC","BWN","LOOP_LINE","130.979","132.35","","","","","","","","","","","","","","","","","",""
"","MAS-SBC","SR","MAS","AJJ","LOOP_LINE","56.738","58.086","","","","","","","","","","","","","","","","","",""
"","NDLS-CNB","NR","ALJN","TDL","DN_MAIN","309.261","313.225","","","","","","","","","","","","","","","","","",""
"","BCT-ADI","WR","VAPI","BL","DN_MAIN","342.452","345.179","","","","","","","","","","","","","","","","","",""
"","SC-BZA","SCR","WLMD","NLDA","SINGLE_LINE","6.855","10.169","","","","","","","","","","","","","","","","","",""
"","CSTM-PUNE","CR","LNV","PUNE","DN_MAIN","141.114","142.803","","","","","","","","","","","","","","","","","",""
"","DLI-AMB","NR","DLI","SZM","UP_MAIN","189.259","190.485","","","","","","","","","","","","","","","","","",""
"","CSTM-PUNE","CR","KJT","LNL","SINGLE_LINE","68.964","70.679","","","","","","","","","","","","","","","","","",""
"","DLI-AGC","NCR","MTJ","AGC","DN_MAIN","163.721","165.708","","","","","","","","","","","","","","","","","",""
"","DLI-AGC","NCR","PWL","KSV","LOOP_LINE","108.077","110.788","","","","","","","","","","","","","","","","","",""
"","NDLS-CNB","NR","TDL","ETW","UP_MAIN","127.462","131.306","","","","","","","","","","","","","","","","","",""
"","NDLS-CNB","NR","TDL","ETW","SINGLE_LINE","296.288","299.57","","","","","","","","","","","","","","","","","",""
"","DLI-AMB","NR","KUN","UMB","DN_MAIN","88.829","92.28","","","","","","","","","","","","","","","","","",""
"","DLI-AGC","NCR","NDLS","NZM","LOOP_LINE","100.783","102.091","","","","","","","","","","","","","","","","","",""
"","BCT-ADI","WR","PLG","VAPI","DN_MAIN","322.705","324.667","","","","","","","","","","","","","","","","","",""
"","DLI-AGC","NCR","NZM","FDB","UP_MAIN","18.609","22.32","","","","","","","","","","","","","","","","","",""
"","CSTM-PUNE","CR","KAT","LNV","SINGLE_LINE","182.128","184.86","","","","","","","","","","","","","","","","","",""
"","DLI-AMB","NR","SZM","SNP","LOOP_LINE","185.684","188.067","","","","","","","","","","","","","","","","","",""
"","HWH-ASN","ER","HWH","BDC","UP_MAIN","107.474","107.899","","","","","","","","","","","","","","","","","",""
"","MAS-SBC","SR","MAS","AJJ","SINGLE_LINE","2.658","6.514","","","","","","","","","","","","","","","","","",""
"","DLI-AMB","NR","PNP","KUN","UP_MAIN","1.212","3.454","","","","","","","","","","","","","","","","","",""
"","CSTM-PUNE","CR","LNL","KYN","UP_MAIN","70.936","71.874","","","","","","","","","","","","","","","","","",""
"","HWH-ASN","ER","BDC","BWN","LOOP_LINE","9.173","10.625","","","","","","","","","","","","","","","","","",""
"","SC-BZA","SCR","SC","KZJ","DN_MAIN","254.037","255.781","","","","","","","","","","","","","","","","","",""
"","DLI-AMB","NR","SNP","GNU","DN_MAIN","85.459","86.262","","","","","","","","","","","","","","","","","",""
"","MAS-SBC","SR","KPD","JTJ","DN_MAIN","61.192","63.928","","","","","","","","","","","","","","","","","",""
"","DLI-AGC","NCR","PWL","KSV","LOOP_LINE","7.328","11.198","","","","","","","","","","","","","","","","","",""
"","CSTM-PUNE","CR","CSTM","KJT","DN_MAIN","101.406","102.054","","","","","","","","","","","","","","","","","",""
"","BCT-ADI","WR","ST","BRC","UP_MAIN","450.138","452.529","","","","","","","","","","","","","","","","","",""
"","DLI-AMB","NR","GNU","PNP","UP_MAIN","91.448","93.67","","","","","","","","","","","","","","","","","",""
"","NDLS-CNB","NR","TDL","ETW","DN_MAIN","3.53","5.011","","","","","","","","","","","","","","","","","",""
"","DLI-AGC","NCR","FDB","PWL","UP_MAIN","165.448","165.888","","","","","","","","","","","","","","","","","",""
"","SC-BZA","SCR","WLMD","NLDA","LOOP_LINE","65.243","67.403","","","","","","","","","","","","","","","","","",""
"","HWH-ASN","ER","PAN","DGR","LOOP_LINE","167.599","171.368","","","","","","","","","","","","","","","","","",""
"","DLI-AGC","NCR","NDLS","NZM","SINGLE_LINE","69.589","73.191","","","","","","","","","","","","","","","","","",""
"","CSTM-PUNE","CR","KAT","LNV","LOOP_LINE","127.711","130.831","","","","","","","","","","","","","","","","","",""
"","CSTM-PUNE","CR","CSTM","KJT","DN_MAIN","131.374","134.89","","","","","","","","","","","","","","","","","",""
"","DLI-AMB","NR","DLI","SZM","DN_MAIN","158.218","161.19","","","","","","","","","","","","","","","","","",""
"","MAS-SBC","SR","KJM","SBC","LOOP_LINE","45.749","46.746","","","","","","","","","","","","","","","","","",""
"","HWH-ASN","ER","RNG","ASN","UP_MAIN","10.305","14.05","","","","","","","","","","","","","","","","","",""
"","NDLS-CNB","NR","ETW","CNB","DN_MAIN","114.742","117.418","","","","","","","","","","","","","","","","","",""
"","DLI-AGC","NCR","NZM","FDB","DN_MAIN","174.434","176.866","","","","","","","","","","","","","","","","","",""
"","DLI-AGC","NCR","MTJ","AGC","LOOP_LINE","41.963","43.785","","","","","","","","","","","","","","","","","",""
"","NDLS-CNB","NR","GZB","ALJN","SINGLE_LINE","222.504","224.158","","","","","","","","","","","","","","","","","",""
"","BCT-ADI","WR","MMCT","BVI","DN_MAIN","138.793","139.972","","","","","","","","","","","","","","","","","",""
"","HWH-ASN","ER","PAN","DGR","SINGLE_LINE","107.152","109.221","","","","","","","","","","","","","","","","","",""
"","MAS-SBC","SR","JTJ","BWT","SINGLE_LINE","184.126","187.061","","","","","","","","","","","","","","","","","",""
"","HWH-ASN","ER","BWN","PAN","SINGLE_LINE","85.891","87.989","","","","","","","","","","","","","","","","","",""
"","HWH-ASN","ER","BDC","BWN","UP_MAIN","165.975","168.204","","","","","","","","","","","","","","","","","",""
"","BCT-ADI","WR","MMCT","BVI","UP_MAIN","180.442","183.106","","","","","","","","","","","","","","","","","",""
"","DLI-AMB","NR","PNP","KUN","UP_MAIN","95.34","97.846","","","","","","","","","","","","","","","","","",""
"","MAS-SBC","SR","JTJ","BWT","UP_MAIN","336.967","339.323","","","","","","","","","","","","","","","","","",""
"","CSTM-PUNE","CR","LNV","PUNE","LOOP_LINE","137.537","140.065","","","","","","","","","","","","","","","","","",""
"","MAS-SBC","SR","KJM","SBC","DN_MAIN","350.742","351.453","","","","","","","","","","","","","","","","","",""
"","CSTM-PUNE","CR","KYN","KAT","UP_MAIN","178.48","180.274","","","","","","","","","","","","","","","","","",""
"","HWH-ASN","ER","PAN","DGR","SINGLE_LINE","82.719","84.135","","","","","","","","","","","","","","","","","",""
"","SC-BZA","SCR","SC","KZJ","UP_MAIN","230.387","231.786","","","","","","","","","","","","","","","","","",""
"","BCT-ADI","WR","BRC","ADI","LOOP_LINE","240.455","243.001","","","","","","","","","","","","","","","","","",""
"","MAS-SBC","SR","JTJ","BWT","UP_MAIN","158.79","159.678","","","","","","","","","","","","","","","","","",""
"","DLI-AGC","NCR","NZM","FDB","UP_MAIN","95.465","96.65","","","","","","","","","","","","","","","","","",""
"","DLI-AMB","NR","SNP","GNU","SINGLE_LINE","67.878","71.605","","","","","","","","","","","","","","","","","",""
