"machine_requisition_id","timestamp_demanded","machine_type","machine_name","machine_unit_number","corridor_code","zone","section_from","section_to","track_line","km_start","km_end","span_km","quantum_target","quantum_unit","pre_work_tqi","target_post_work_tqi","primary_defect_rectified","primary_defect_name","requested_duration_hours","min_acceptable_duration_hours","requires_power_block","ohe_elementary_section","requires_st_disconnection","affected_points_signals","machine_stabling_station","shadow_block_coordinated","post_maintenance_speed_restriction_kmph","bdms_approval_status","bdms_sanctioned_duration_hours","target_grant_probability","operator_crew_in_charge"
"MBR-SR-2026-04674","2026-08-06T17:28:00.000Z","UNIMAT","Points & Crossing Tamping (08-475)","UNI-8856","MAS-SBC","SR","MAS","AJJ","UP_MAIN","98.443","99.059","0.616","2","turnouts","55","89.7","TRACK_BUCK","Track Buckling","2.7","2","false","N/A","true","Pt 153A/181B, Track Circuit TC-91","MAS","Gang Manual Off-Track Pack","75","CURTAILED","2","0.84","V. Gupta AEN"
"MBR-WR-2026-04675","2026-09-01T15:49:00.000Z","UNIMAT","Points & Crossing Tamping (08-475)","UNI-9795","BCT-ADI","WR","ST","BRC","LOOP_LINE","299.939","300.455","0.516","2","turnouts","53.5","83.3","WELD_DEF","Weld Defect","3.5","2.6","false","N/A","true","Pt 128A/168B, Track Circuit TC-14","ST","Gang Manual Off-Track Pack","75","SANCTIONED","3.5","0.9","K. Joshi SE/P-Way"
"MBR-NR-2026-04676","2026-07-01T17:46:00.000Z","TRT","Track Relaying Train (P-811 TRT)","TRT-7438","DLI-AMB","NR","GNU","PNP","UP_MAIN","37.607","42.269","4.662","1129","sleepers","36.6","93.3","RW_VERT","Rail Wear — Vertical","6.8","5.1","true","ES-GNU-UP-08","true","Pt 108A/195B, Track Circuit TC-43","GNU","TRD Tower Wagon + S&T Interlocking Check","75","DEFERRED","0","0.7","V. Gupta AEN"
"MBR-NR-2026-04677","2026-08-11T07:03:00.000Z","RGM","Rail Grinding Machine (72-Stone RGM)","RGM-2078","NDLS-CNB","NR","GZB","ALJN","SINGLE_LINE","98.233","100.342","2.109","2.85","pass-km","46.1","81.3","GAUGE_WIDE","Gauge — Wide","4.9","3.7","true","ES-GZB-UP-06","false","None","GZB","TRD Tower Wagon + S&T Interlocking Check","75","DEFERRED","0","0.67","P. Nair JE/P-Way"
"MBR-WR-2026-04678","2026-08-27T18:56:00.000Z","UNIMAT","Points & Crossing Tamping (08-475)","UNI-2731","BCT-ADI","WR","PLG","VAPI","LOOP_LINE","275.837","276.556","0.719","3","turnouts","36.9","92.9","BALL_INSUFF","Insufficient Ballast Cushion","2.7","2","false","N/A","true","Pt 189A/170B, Track Circuit TC-36","PLG","Gang Manual Off-Track Pack","75","CURTAILED","2","0.87","K. Joshi SE/P-Way"
"MBR-WR-2026-04679","2026-08-21T07:09:00.000Z","TRT","Track Relaying Train (P-811 TRT)","TRT-2931","BCT-ADI","WR","BVI","PLG","UP_MAIN","206.021","209.031","3.01","1042","sleepers","45.2","86.8","HOG_RAIL","Hogged Rail","5.8","4.3","true","ES-BVI-UP-08","true","Pt 188A/109B, Track Circuit TC-71","BVI","TRD Tower Wagon + S&T Interlocking Check","75","CURTAILED","4.3","0.78","R. Kumar SSE/P-Way"
"MBR-SR-2026-04680","2026-08-24T07:41:00.000Z","DUOMATIC","Plain Track Tamping (08-32)","DUO-675","MAS-SBC","SR","KJM","SBC","LOOP_LINE","289.863","295.238","5.375","2.96","km","44.6","92.1","RW_VERT","Rail Wear — Vertical","3","2.3","false","N/A","false","None","KJM","Gang Manual Off-Track Pack","75","SANCTIONED","3","0.89","V. Gupta AEN"
"MBR-NCR-2026-04681","2026-09-03T10:08:00.000Z","3X","3-Sleeper Tamping (09-3X)","3X-2060","DLI-AGC","NCR","MTJ","AGC","SINGLE_LINE","17.314","19.677","2.363","2.65","km","48.2","87.5","RW_VERT","Rail Wear — Vertical","3.5","2.6","false","N/A","false","None","MTJ","Gang Manual Off-Track Pack","45","SANCTIONED","3.5","0.89","M. Singh PWI"
"MBR-SR-2026-04682","2026-08-06T12:33:00.000Z","DTS","Dynamic Track Stabilizer (DGS-62N)","DTS-3146","MAS-SBC","SR","MAS","AJJ","LOOP_LINE","340.103","343.723","3.62","1.78","km","37","85.1","TRACK_BUCK","Track Buckling","2.9","2.2","false","N/A","false","None","MAS","Gang Manual Off-Track Pack","75","SANCTIONED","2.9","0.8","V. Gupta AEN"
"MBR-NR-2026-04683","2026-09-27T10:05:00.000Z","UNIMAT","Points & Crossing Tamping (08-475)","UNI-6213","DLI-AMB","NR","KUN","UMB","SINGLE_LINE","107.04","107.52","0.48","6","turnouts","58.5","82","DRAIN_BLOCK","Drainage Blockage","2.6","2","false","N/A","true","Pt 177A/174B, Track Circuit TC-46","KUN","Gang Manual Off-Track Pack","75","CURTAILED","2","0.8","A. Verma APWI"
"MBR-NR-2026-04684","2026-09-23T11:08:00.000Z","DTS","Dynamic Track Stabilizer (DGS-62N)","DTS-2439","NDLS-CNB","NR","TDL","ETW","LOOP_LINE","157.747","159.789","2.042","2.32","km","61.4","84","SUPER_ELEV","Superelevation Error","3.7","2.8","false","N/A","false","None","TDL","Gang Manual Off-Track Pack","75","SANCTIONED","3.7","0.93","K. Joshi SE/P-Way"
"MBR-NCR-2026-04685","2026-07-09T06:54:00.000Z","CSM","Continuous Action Tamping (09-32 CSM)","CSM-7087","DLI-AGC","NCR","MTJ","AGC","UP_MAIN","161.969","167.35","5.381","4.36","km","62.4","86.4","CORRUG","Corrugation","3.6","2.7","false","N/A","false","None","MTJ","Gang Manual Off-Track Pack","45","SANCTIONED","3.6","0.84","V. Gupta AEN"
"MBR-CR-2026-04686","2026-08-06T13:33:00.000Z","BRM","Ballast Regulating Machine (USP-2000)","BRM-4892","CSTM-PUNE","CR","LNV","PUNE","UP_MAIN","97.305","98.88","1.575","3.26","km","38.5","87.4","ALIGN_VERT","Alignment — Vertical (Unevenness)","3.8","2.8","false","N/A","false","None","LNV","Gang Manual Off-Track Pack","75","SANCTIONED","3.8","0.78","P. Nair JE/P-Way"
"MBR-SCR-2026-04687","2026-08-01T06:52:00.000Z","DUOMATIC","Plain Track Tamping (08-32)","DUO-8388","SC-BZA","SCR","SC","KZJ","UP_MAIN","253.626","255.676","2.05","2.4","km","49","80.2","TRACK_BUCK","Track Buckling","4.3","3.2","false","N/A","false","None","SC","Gang Manual Off-Track Pack","75","CURTAILED","3.2","0.94","M. Singh PWI"
"MBR-SCR-2026-04688","2026-09-09T18:55:00.000Z","DTS","Dynamic Track Stabilizer (DGS-62N)","DTS-5514","SC-BZA","SCR","SC","KZJ","LOOP_LINE","238.113","242.866","4.753","2.29","km","38.4","84.7","FORM_FAIL","Formation Failure","2.9","2.2","false","N/A","false","None","SC","Gang Manual Off-Track Pack","75","CURTAILED","2.2","0.94","A. Verma APWI"
"MBR-ER-2026-04689","2026-09-26T21:48:00.000Z","DTS","Dynamic Track Stabilizer (DGS-62N)","DTS-7182","HWH-ASN","ER","HWH","BDC","DN_MAIN","193.354","196.595","3.241","3.71","km","63","89","SURF_CRACK","Surface Crack","3.8","2.8","false","N/A","false","None","HWH","Gang Manual Off-Track Pack","75","REJECTED","0","0.78","P. Nair JE/P-Way"
"MBR-SR-2026-04690","2026-09-03T08:48:00.000Z","3X","3-Sleeper Tamping (09-3X)","3X-3871","MAS-SBC","SR","JTJ","BWT","DN_MAIN","103.122","106.47","3.348","3.08","km","46.8","87.6","BALL_INSUFF","Insufficient Ballast Cushion","4.2","3.2","false","N/A","false","None","JTJ","Gang Manual Off-Track Pack","45","SANCTIONED","4.2","0.81","K. Joshi SE/P-Way"
"MBR-SR-2026-04691","2026-08-12T19:19:00.000Z","BCM","Ballast Cleaning Machine (RM-80 BCM)","BCM-2318","MAS-SBC","SR","KJM","SBC","DN_MAIN","124.159","129.507","5.348","1.64","km","34.9","93.1","ALIGN_LAT","Alignment — Lateral","5.9","4.4","true","ES-KJM-UP-06","false","None","KJM","TRD Tower Wagon + S&T Interlocking Check","20","SANCTIONED","5.9","0.83","M. Singh PWI"
"MBR-NCR-2026-04692","2026-09-14T21:42:00.000Z","CSM","Continuous Action Tamping (09-32 CSM)","CSM-287","DLI-AGC","NCR","NDLS","NZM","LOOP_LINE","98.663","101.974","3.311","3.66","km","33.2","94.9","BALL_SETTLE","Ballast Settlement","3.9","2.9","false","N/A","false","None","NDLS","Gang Manual Off-Track Pack","45","REJECTED","0","0.82","V. Gupta AEN"
"MBR-CR-2026-04693","2026-07-10T18:55:00.000Z","RGM","Rail Grinding Machine (72-Stone RGM)","RGM-8538","CSTM-PUNE","CR","KJT","LNL","LOOP_LINE","160.045","162.274","2.229","1.55","pass-km","49.8","85.3","BALL_INSUFF","Insufficient Ballast Cushion","4","3","true","ES-KJT-UP-09","false","None","KJT","TRD Tower Wagon + S&T Interlocking Check","75","CURTAILED","3","0.76","A. Verma APWI"
"MBR-ER-2026-04694","2026-07-04T18:42:00.000Z","3X","3-Sleeper Tamping (09-3X)","3X-6304","HWH-ASN","ER","PAN","DGR","SINGLE_LINE","58.265","60.702","2.437","2.72","km","64.2","87.8","BALL_FOUL","Ballast Fouling","4.2","3.2","false","N/A","false","None","PAN","Gang Manual Off-Track Pack","45","SANCTIONED","4.2","0.84","S. Sharma PWI"
"MBR-NR-2026-04695","2026-08-23T21:48:00.000Z","DTS","Dynamic Track Stabilizer (DGS-62N)","DTS-2601","DLI-AMB","NR","DLI","SZM","LOOP_LINE","64.552","66.282","1.73","2.41","km","61.4","90","TWIST","Track Twist","3.5","2.6","false","N/A","false","None","DLI","Gang Manual Off-Track Pack","75","SANCTIONED","3.5","0.81","V. Gupta AEN"
"MBR-NR-2026-04696","2026-07-06T13:58:00.000Z","TRT","Track Relaying Train (P-811 TRT)","TRT-3672","DLI-AMB","NR","SZM","SNP","SINGLE_LINE","25.487","28.701","3.214","756","sleepers","55.9","93.7","BALL_SETTLE","Ballast Settlement","6.7","5","true","ES-SZM-UP-04","true","Pt 170A/119B, Track Circuit TC-30","SZM","TRD Tower Wagon + S&T Interlocking Check","75","CURTAILED","5","0.65","D. Reddy SSE/P-Way"
"MBR-ER-2026-04697","2026-07-02T14:22:00.000Z","BRM","Ballast Regulating Machine (USP-2000)","BRM-386","HWH-ASN","ER","BWN","PAN","LOOP_LINE","159.071","161.746","2.675","3.39","km","55.4","80.7","SURF_CRACK","Surface Crack","3.2","2.4","false","N/A","false","None","BWN","Gang Manual Off-Track Pack","75","SANCTIONED","3.2","0.86","A. Verma APWI"
"MBR-NR-2026-04698","2026-08-03T08:10:00.000Z","TRT","Track Relaying Train (P-811 TRT)","TRT-2381","NDLS-CNB","NR","GZB","ALJN","UP_MAIN","223.403","225.636","2.233","1198","sleepers","47","81.4","WELD_DEF","Weld Defect","6.6","4.9","true","ES-GZB-UP-09","true","Pt 116A/158B, Track Circuit TC-46","GZB","TRD Tower Wagon + S&T Interlocking Check","75","SANCTIONED","6.6","0.8","R. Kumar SSE/P-Way"
"MBR-CR-2026-04699","2026-08-16T21:02:00.000Z","BRM","Ballast Regulating Machine (USP-2000)","BRM-4613","CSTM-PUNE","CR","KYN","KAT","SINGLE_LINE","170.068","173.639","3.571","4.06","km","52.3","93.6","TWIST","Track Twist","2.6","2","false","N/A","false","None","KYN","Gang Manual Off-Track Pack","75","SANCTIONED","2.6","0.9","D. Reddy SSE/P-Way"
"MBR-NR-2026-04700","2026-09-15T10:21:00.000Z","3X","3-Sleeper Tamping (09-3X)","3X-5648","NDLS-CNB","NR","TDL","ETW","DN_MAIN","279.374","281.185","1.811","3.63","km","62","89.7","RW_RAD","Rail Wear — Radius Reduction","4.4","3.3","false","N/A","false","None","TDL","Gang Manual Off-Track Pack","45","SANCTIONED","4.4","0.86","D. Reddy SSE/P-Way"
"MBR-SR-2026-04701","2026-08-26T11:42:00.000Z","TRT","Track Relaying Train (P-811 TRT)","TRT-2952","MAS-SBC","SR","JTJ","BWT","LOOP_LINE","37.178","39.117","1.939","971","sleepers","39.9","84.1","GAUGE_WIDE","Gauge — Wide","7","5.3","true","ES-JTJ-UP-03","true","Pt 150A/167B, Track Circuit TC-38","JTJ","TRD Tower Wagon + S&T Interlocking Check","75","REJECTED","0","0.79","K. Joshi SE/P-Way"
"MBR-WR-2026-04702","2026-09-01T20:37:00.000Z","DTS","Dynamic Track Stabilizer (DGS-62N)","DTS-924","BCT-ADI","WR","BVI","PLG","DN_MAIN","114.901","118.91","4.009","1.54","km","38.5","81.6","BALL_SETTLE","Ballast Settlement","3.6","2.7","false","N/A","false","None","BVI","Gang Manual Off-Track Pack","75","SANCTIONED","3.6","0.79","R. Kumar SSE/P-Way"
"MBR-CR-2026-04703","2026-07-01T09:33:00.000Z","3X","3-Sleeper Tamping (09-3X)","3X-3402","CSTM-PUNE","CR","KYN","KAT","SINGLE_LINE","43.904","48.622","4.718","2.74","km","42.6","92.8","FISH_BOLT","Fishplate/Bolt Defect","4.3","3.2","false","N/A","false","None","KYN","Gang Manual Off-Track Pack","45","SANCTIONED","4.3","0.82","V. Gupta AEN"
"MBR-SCR-2026-04704","2026-08-12T08:46:00.000Z","UNIMAT","Points & Crossing Tamping (08-475)","UNI-3941","SC-BZA","SCR","KZJ","WLMD","SINGLE_LINE","182.18","182.386","0.206","2","turnouts","45.3","89.8","FISH_BOLT","Fishplate/Bolt Defect","2.5","1.9","false","N/A","true","Pt 125A/111B, Track Circuit TC-92","KZJ","Gang Manual Off-Track Pack","75","CURTAILED","1.9","0.81","A. Verma APWI"
"MBR-CR-2026-04705","2026-07-21T13:42:00.000Z","RGM","Rail Grinding Machine (72-Stone RGM)","RGM-3290","CSTM-PUNE","CR","LNV","PUNE","LOOP_LINE","38.347","40.56","2.213","4.38","pass-km","34.2","81.9","TWIST","Track Twist","4.5","3.4","true","ES-LNV-UP-01","false","None","LNV","TRD Tower Wagon + S&T Interlocking Check","75","SANCTIONED","4.5","0.73","D. Reddy SSE/P-Way"
"MBR-NR-2026-04706","2026-09-26T14:48:00.000Z","UNIMAT","Points & Crossing Tamping (08-475)","UNI-134","DLI-AMB","NR","DLI","SZM","DN_MAIN","1.553","1.823","0.27","2","turnouts","60.2","83.1","SQUAT","Squat Defect","2.7","2","false","N/A","true","Pt 139A/175B, Track Circuit TC-87","DLI","Gang Manual Off-Track Pack","75","SANCTIONED","2.7","0.89","S. Sharma PWI"
"MBR-NR-2026-04707","2026-07-02T11:17:00.000Z","CSM","Continuous Action Tamping (09-32 CSM)","CSM-3262","DLI-AMB","NR","SNP","GNU","SINGLE_LINE","189.393","194.653","5.26","3.77","km","60.5","92.5","GAUGE_TIGHT","Gauge — Tight","3.7","2.8","false","N/A","false","None","SNP","Gang Manual Off-Track Pack","45","SANCTIONED","3.7","0.83","A. Verma APWI"
"MBR-CR-2026-04708","2026-09-01T11:08:00.000Z","3X","3-Sleeper Tamping (09-3X)","3X-3646","CSTM-PUNE","CR","KAT","LNV","UP_MAIN","152.018","156.658","4.64","4.07","km","37","91.7","ALIGN_VERT","Alignment — Vertical (Unevenness)","4.5","3.4","false","N/A","false","None","KAT","Gang Manual Off-Track Pack","45","DEFERRED","0","0.89","S. Sharma PWI"
"MBR-SCR-2026-04709","2026-09-20T14:35:00.000Z","DTS","Dynamic Track Stabilizer (DGS-62N)","DTS-9619","SC-BZA","SCR","WLMD","NLDA","SINGLE_LINE","140.763","144.417","3.654","3.92","km","64","93.8","BALL_SETTLE","Ballast Settlement","2.8","2.1","false","N/A","false","None","WLMD","Gang Manual Off-Track Pack","75","REJECTED","0","0.84","M. Singh PWI"
"MBR-CR-2026-04710","2026-07-21T08:43:00.000Z","3X","3-Sleeper Tamping (09-3X)","3X-5856","CSTM-PUNE","CR","LNL","KYN","SINGLE_LINE","15.381","17.582","2.201","1.52","km","41.4","85","BALL_INSUFF","Insufficient Ballast Cushion","4","3","false","N/A","false","None","LNL","Gang Manual Off-Track Pack","45","SANCTIONED","4","0.94","K. Joshi SE/P-Way"
"MBR-WR-2026-04711","2026-09-24T18:19:00.000Z","TRT","Track Relaying Train (P-811 TRT)","TRT-5687","BCT-ADI","WR","ST","BRC","UP_MAIN","206.288","210.42","4.132","780","sleepers","51.9","90.9","GAUGE_TIGHT","Gauge — Tight","5.6","4.2","true","ES-ST-UP-05","true","Pt 156A/183B, Track Circuit TC-58","ST","TRD Tower Wagon + S&T Interlocking Check","75","CURTAILED","4.2","0.8","K. Joshi SE/P-Way"
"MBR-ER-2026-04712","2026-08-23T16:37:00.000Z","TRT","Track Relaying Train (P-811 TRT)","TRT-6264","HWH-ASN","ER","HWH","BDC","DN_MAIN","119.434","122.878","3.444","596","sleepers","40.6","81.9","DRAIN_BLOCK","Drainage Blockage","6","4.5","true","ES-HWH-UP-02","true","Pt 170A/108B, Track Circuit TC-31","HWH","TRD Tower Wagon + S&T Interlocking Check","75","SANCTIONED","6","0.74","M. Singh PWI"
"MBR-NR-2026-04713","2026-08-27T08:53:00.000Z","BRM","Ballast Regulating Machine (USP-2000)","BRM-8455","NDLS-CNB","NR","ETW","CNB","SINGLE_LINE","55.546","60.349","4.803","3.4","km","40.9","94.1","ALIGN_VERT","Alignment — Vertical (Unevenness)","3.5","2.6","false","N/A","false","None","ETW","Gang Manual Off-Track Pack","75","DEFERRED","0","0.79","M. Singh PWI"
"MBR-CR-2026-04714","2026-09-19T08:22:00.000Z","TRT","Track Relaying Train (P-811 TRT)","TRT-8823","CSTM-PUNE","CR","KYN","KAT","UP_MAIN","153.671","156.115","2.444","907","sleepers","57.8","80.1","FISH_BOLT","Fishplate/Bolt Defect","6.7","5","true","ES-KYN-UP-08","true","Pt 129A/121B, Track Circuit TC-27","KYN","TRD Tower Wagon + S&T Interlocking Check","75","DEFERRED","0","0.83","A. Verma APWI"
"MBR-WR-2026-04715","2026-09-20T07:27:00.000Z","CSM","Continuous Action Tamping (09-32 CSM)","CSM-2199","BCT-ADI","WR","BRC","ADI","LOOP_LINE","445.655","448.424","2.769","1.71","km","52","92.5","ALIGN_VERT","Alignment — Vertical (Unevenness)","4.9","3.7","false","N/A","false","None","BRC","Gang Manual Off-Track Pack","45","SANCTIONED","4.9","0.8","M. Singh PWI"
"MBR-NR-2026-04716","2026-09-27T19:18:00.000Z","3X","3-Sleeper Tamping (09-3X)","3X-2818","NDLS-CNB","NR","TDL","ETW","LOOP_LINE","109.686","114.197","4.511","2.94","km","34.8","84.6","RW_RAD","Rail Wear — Radius Reduction","4.3","3.2","false","N/A","false","None","TDL","Gang Manual Off-Track Pack","45","SANCTIONED","4.3","0.92","A. Verma APWI"
"MBR-NCR-2026-04717","2026-08-21T16:17:00.000Z","DUOMATIC","Plain Track Tamping (08-32)","DUO-1448","DLI-AGC","NCR","NDLS","NZM","UP_MAIN","89.948","95.008","5.06","2","km","46.8","84.7","HOG_RAIL","Hogged Rail","3.1","2.3","false","N/A","false","None","NDLS","Gang Manual Off-Track Pack","75","SANCTIONED","3.1","0.83","R. Kumar SSE/P-Way"
"MBR-NR-2026-04718","2026-07-26T08:07:00.000Z","CSM","Continuous Action Tamping (09-32 CSM)","CSM-3155","NDLS-CNB","NR","ALJN","TDL","SINGLE_LINE","89.862","95.515","5.653","3.83","km","63.7","83.6","ALIGN_LAT","Alignment — Lateral","4.8","3.6","false","N/A","false","None","ALJN","Gang Manual Off-Track Pack","45","SANCTIONED","4.8","0.78","K. Joshi SE/P-Way"
"MBR-NCR-2026-04719","2026-09-23T13:42:00.000Z","CSM","Continuous Action Tamping (09-32 CSM)","CSM-8361","DLI-AGC","NCR","FDB","PWL","LOOP_LINE","121.034","122.724","1.69","2.08","km","42.7","83.8","HOG_RAIL","Hogged Rail","3.5","2.6","false","N/A","false","None","FDB","Gang Manual Off-Track Pack","45","SANCTIONED","3.5","0.81","S. Sharma PWI"
"MBR-NR-2026-04720","2026-09-06T19:27:00.000Z","RGM","Rail Grinding Machine (72-Stone RGM)","RGM-4189","DLI-AMB","NR","PNP","KUN","DN_MAIN","10.053","11.846","1.793","3.9","pass-km","34.8","94","GAUGE_WIDE","Gauge — Wide","5","3.8","true","ES-PNP-UP-03","false","None","PNP","TRD Tower Wagon + S&T Interlocking Check","75","SANCTIONED","5","0.77","M. Singh PWI"
"MBR-ER-2026-04721","2026-09-07T21:20:00.000Z","TRT","Track Relaying Train (P-811 TRT)","TRT-821","HWH-ASN","ER","BWN","PAN","UP_MAIN","33.142","36.292","3.15","686","sleepers","43.1","88.6","SQUAT","Squat Defect","6","4.5","true","ES-BWN-UP-09","true","Pt 164A/110B, Track Circuit TC-22","BWN","TRD Tower Wagon + S&T Interlocking Check","75","SANCTIONED","6","0.77","P. Nair JE/P-Way"
"MBR-NR-2026-04722","2026-08-22T12:27:00.000Z","TRT","Track Relaying Train (P-811 TRT)","TRT-4151","NDLS-CNB","NR","ETW","CNB","SINGLE_LINE","253.186","256.224","3.038","1063","sleepers","59","92.4","BALL_FOUL","Ballast Fouling","6.7","5","true","ES-ETW-UP-07","true","Pt 113A/163B, Track Circuit TC-70","ETW","TRD Tower Wagon + S&T Interlocking Check","75","REJECTED","0","0.8","M. Singh PWI"
"MBR-WR-2026-04723","2026-08-27T20:04:00.000Z","BCM","Ballast Cleaning Machine (RM-80 BCM)","BCM-1239","BCT-ADI","WR","VAPI","BL","UP_MAIN","373.947","377.343","3.396","2.86","km","34.3","91.7","RW_LAT","Rail Wear — Lateral","5.9","4.4","true","ES-VAPI-UP-03","false","None","VAPI","TRD Tower Wagon + S&T Interlocking Check","20","SANCTIONED","5.9","0.68","A. Verma APWI"
"MBR-NR-2026-04724","2026-09-02T08:57:00.000Z","DUOMATIC","Plain Track Tamping (08-32)","DUO-729","DLI-AMB","NR","PNP","KUN","SINGLE_LINE","79.924","82.822","2.898","4.34","km","41.8","85.5","SUPER_ELEV","Superelevation Error","3.4","2.5","false","N/A","false","None","PNP","Gang Manual Off-Track Pack","75","SANCTIONED","3.4","0.83","M. Singh PWI"
"MBR-NR-2026-04725","2026-09-02T09:48:00.000Z","UNIMAT","Points & Crossing Tamping (08-475)","UNI-778","NDLS-CNB","NR","ALJN","TDL","UP_MAIN","35.583","36.306","0.723","4","turnouts","48.5","89.8","SUPER_ELEV","Superelevation Error","3.3","2.5","false","N/A","true","Pt 103A/182B, Track Circuit TC-69","ALJN","Gang Manual Off-Track Pack","75","CURTAILED","2.5","0.93","A. Verma APWI"
"MBR-NR-2026-04726","2026-09-06T06:29:00.000Z","CSM","Continuous Action Tamping (09-32 CSM)","CSM-1655","NDLS-CNB","NR","TDL","ETW","UP_MAIN","288.691","293.66","4.969","3.46","km","40.8","92.3","FISH_BOLT","Fishplate/Bolt Defect","4.8","3.6","false","N/A","false","None","TDL","Gang Manual Off-Track Pack","45","SANCTIONED","4.8","0.87","M. Singh PWI"
"MBR-SCR-2026-04727","2026-08-02T12:06:00.000Z","BCM","Ballast Cleaning Machine (RM-80 BCM)","BCM-9223","SC-BZA","SCR","KZJ","WLMD","SINGLE_LINE","111.038","115.486","4.448","2.32","km","58.5","81.3","WELD_DEF","Weld Defect","4.6","3.4","true","ES-KZJ-UP-05","false","None","KZJ","TRD Tower Wagon + S&T Interlocking Check","20","SANCTIONED","4.6","0.66","S. Sharma PWI"
"MBR-WR-2026-04728","2026-09-16T18:17:00.000Z","CSM","Continuous Action Tamping (09-32 CSM)","CSM-7054","BCT-ADI","WR","BRC","ADI","SINGLE_LINE","202.694","206.247","3.553","3.52","km","44.2","94.4","ALIGN_VERT","Alignment — Vertical (Unevenness)","4.5","3.4","false","N/A","false","None","BRC","Gang Manual Off-Track Pack","45","REJECTED","0","0.79","V. Gupta AEN"
"MBR-CR-2026-04729","2026-08-14T21:12:00.000Z","UNIMAT","Points & Crossing Tamping (08-475)","UNI-3338","CSTM-PUNE","CR","KJT","LNL","UP_MAIN","116.449","116.773","0.324","4","turnouts","40.7","87.2","SUPER_ELEV","Superelevation Error","2.8","2.1","false","N/A","true","Pt 196A/145B, Track Circuit TC-43","KJT","Gang Manual Off-Track Pack","75","SANCTIONED","2.8","0.94","M. Singh PWI"
"MBR-NR-2026-04730","2026-09-15T15:32:00.000Z","DUOMATIC","Plain Track Tamping (08-32)","DUO-2155","NDLS-CNB","NR","TDL","ETW","UP_MAIN","24.338","30.292","5.954","3.07","km","35.2","93.3","CROSS_LVL","Cross-Level Defect","4.3","3.2","false","N/A","false","None","TDL","Gang Manual Off-Track Pack","75","CURTAILED","3.2","0.94","P. Nair JE/P-Way"
"MBR-SR-2026-04731","2026-09-25T16:02:00.000Z","DUOMATIC","Plain Track Tamping (08-32)","DUO-3545","MAS-SBC","SR","JTJ","BWT","UP_MAIN","344.162","347.255","3.093","1.76","km","44.1","82.9","DRAIN_BLOCK","Drainage Blockage","4","3","false","N/A","false","None","JTJ","Gang Manual Off-Track Pack","75","DEFERRED","0","0.83","A. Verma APWI"
"MBR-WR-2026-04732","2026-07-26T11:35:00.000Z","TRT","Track Relaying Train (P-811 TRT)","TRT-3011","BCT-ADI","WR","BL","ST","LOOP_LINE","284.456","287.782","3.326","910","sleepers","56","85.4","SLEEPER_DEF","Sleeper Defect","6.4","4.8","true","ES-BL-UP-06","true","Pt 169A/106B, Track Circuit TC-23","BL","TRD Tower Wagon + S&T Interlocking Check","75","SANCTIONED","6.4","0.81","M. Singh PWI"
"MBR-SR-2026-04733","2026-08-07T15:31:00.000Z","RGM","Rail Grinding Machine (72-Stone RGM)","RGM-131","MAS-SBC","SR","BWT","KJM","LOOP_LINE","105.674","111.615","5.941","3.08","pass-km","52","91.8","RW_VERT","Rail Wear — Vertical","3.8","2.8","true","ES-BWT-UP-07","false","None","BWT","TRD Tower Wagon + S&T Interlocking Check","75","SANCTIONED","3.8","0.66","D. Reddy SSE/P-Way"
"MBR-NCR-2026-04734","2026-09-27T20:54:00.000Z","3X","3-Sleeper Tamping (09-3X)","3X-7077","DLI-AGC","NCR","MTJ","AGC","UP_MAIN","123.149","129.121","5.972","2.14","km","55","91.7","KINK_RAIL","Kinked Rail","4.8","3.6","false","N/A","false","None","MTJ","Gang Manual Off-Track Pack","45","DEFERRED","0","0.79","S. Sharma PWI"
"MBR-NR-2026-04735","2026-07-16T06:58:00.000Z","TRT","Track Relaying Train (P-811 TRT)","TRT-5998","NDLS-CNB","NR","ETW","CNB","DN_MAIN","61.496","65.762","4.266","1172","sleepers","33","85.4","SUPER_ELEV","Superelevation Error","6.7","5","true","ES-ETW-UP-03","true","Pt 127A/180B, Track Circuit TC-20","ETW","TRD Tower Wagon + S&T Interlocking Check","75","SANCTIONED","6.7","0.79","P. Nair JE/P-Way"
"MBR-SR-2026-04736","2026-08-06T16:02:00.000Z","UNIMAT","Points & Crossing Tamping (08-475)","UNI-8924","MAS-SBC","SR","BWT","KJM","UP_MAIN","235.58","235.845","0.265","2","turnouts","61.2","93.7","CORRUG","Corrugation","3.5","2.6","false","N/A","true","Pt 141A/191B, Track Circuit TC-81","BWT","Gang Manual Off-Track Pack","75","SANCTIONED","3.5","0.78","A. Verma APWI"
"MBR-SR-2026-04737","2026-07-17T18:12:00.000Z","3X","3-Sleeper Tamping (09-3X)","3X-3353","MAS-SBC","SR","JTJ","BWT","SINGLE_LINE","332.849","336.862","4.013","3.1","km","54","89","SUPER_ELEV","Superelevation Error","3.6","2.7","false","N/A","false","None","JTJ","Gang Manual Off-Track Pack","45","SANCTIONED","3.6","0.91","P. Nair JE/P-Way"
