sample_id,dept_code,zone,division,section_id,section_encoded,track_type_encoded,from_km,to_km,km_span,elementary_section_id,defect_type,defect_severity_score,days_overdue,work_category,demanded_duration_mins,power_cut_required,traffic_cut_required,tower_wagon_required,traffic_density_trains_per_day,coa_available_free_slot_mins,concurrent_engg_block_available,concurrent_engg_block_overlap_pct,peak_hours_conflict,ambient_temp_factor,speed_risk_factor,urgency_score
ML-GEN-02246,"TRD","CR","BSL","BSL-NGP",465,1,453.646,457.777,4.131,"ES-C53B","DROPPER_DEFECTIVE",0.508,13,"POH_SCHEDULE",189,1,1,1,84,164,1,0.79,0,0.222,0.567,0.6326
ML-GEN-02391,"TRD","NR","DLI","NDLS-PWL",389,0,24.16,24.997,0.838,"ES-D07B","INSULATOR_FLASHOVER",0.7015,18,"DEFECT_ATTENDANCE",161,1,1,1,100,127,0,0,0,0.338,0.437,0.6406
ML-GEN-00305,"TRD","NR","DLI","NDLS-GZB",823,1,3.533,8.282,4.749,"ES-D01A","JUMPER_HOTSPOT",0.7558,12,"AOH_SCHEDULE",117,1,1,1,195,30,0,0,0,0.16,0.66,0.6393
ML-GEN-02293,"TRD","NR","DLI","GZB-MB",515,1,51.214,55.682,4.467,"ES-D04A","CW_WEAR",0.5876,14,"FOOT_PATROL",108,1,1,1,122,131,1,0.84,0,0.493,0.78,0.6544
ML-GEN-00793,"TRD","ECR","DNR","MKA-BKP",417,0,490.223,491.135,0.912,"ES-32A","INSULATOR_FLASHOVER",0.6461,20,"PREVENTIVE_MAINT",134,1,1,1,89,122,0,0,0,0.33,0.495,0.6503
ML-GEN-01792,"TRD","ECR","DNR","BXR-DNR",655,0,610.785,613.431,2.646,"ES-09C","DROPPER_DEFECTIVE",0.4273,12,"FOOT_PATROL",100,1,1,1,115,114,1,0.92,0,0.625,0.486,0.6162
ML-GEN-00164,"TRD","CR","BSL","KYN-BSL",386,1,107.356,111.433,4.077,"ES-C51B","NEUTRAL_PTFE",0.5303,7,"EMERGENCY_REPAIR",55,1,0,0,87,168,1,0.73,0,0.338,0.825,0.6075
ML-GEN-02278,"TRD","CR","BSL","BSL-NGP",465,0,635.63,638.351,2.72,"ES-C54B","CANTILEVER_MISALIGN",0.8417,9,"DEFECT_ATTENDANCE",115,1,1,1,84,112,1,0.6,0,0.688,0.601,0.6669
ML-GEN-01440,"TRD","NR","DLI","GZB-MB",515,1,40.113,41.583,1.47,"ES-D05B","INSULATOR_FLASHOVER",0.6767,11,"AOH_SCHEDULE",216,1,1,1,126,64,0,0,1,0.169,0.871,0.6269
ML-GEN-02235,"TRD","NR","DLI","GZB-MB",515,1,43.291,46.183,2.892,"ES-D05B","CW_WEAR",0.5639,9,"POH_SCHEDULE",171,1,1,1,123,118,1,0.6,1,0.551,0.791,0.6154
ML-GEN-02330,"TRD","WR","BCT","BCT-BVI",543,0,18.563,20.284,1.721,"ES-W40B","CW_WEAR",0.8456,17,"EMERGENCY_REPAIR",55,1,1,0,184,30,0,0,1,0.525,0.853,0.6686
ML-GEN-00264,"TRD","WR","BCT","BVI-VR",208,0,86.173,88.512,2.34,"ES-W44B","CW_WEAR",0.6737,13,"EMERGENCY_REPAIR",56,1,0,1,187,35,0,0,0,0.768,0.683,0.6539
ML-GEN-01084,"TRD","NR","DLI","GZB-MB",515,0,55.36,58.266,2.907,"ES-D05B","JUMPER_HOTSPOT",0.8278,14,"EMERGENCY_REPAIR",52,1,1,1,100,131,1,0.97,0,0.669,0.582,0.659
ML-GEN-01014,"TRD","CR","BSL","BSL-NGP",465,0,509.314,510.172,0.858,"ES-C54B","CW_WEAR",0.3997,11,"PREVENTIVE_MAINT",103,1,1,1,77,140,1,0.93,0,0.364,0.34,0.597
ML-GEN-01142,"TRD","ECR","DNR","PNBE-RJPB",870,1,545.542,547.917,2.375,"ES-18B","DROPPER_DEFECTIVE",0.5479,13,"POH_SCHEDULE",125,1,1,1,139,60,1,0.61,0,0.425,0.678,0.598
ML-GEN-02371,"TRD","WR","BCT","BVI-VR",208,0,91.62,96.417,4.798,"ES-W43A","DROPPER_DEFECTIVE",0.3973,5,"POH_SCHEDULE",148,1,1,1,195,30,0,0,0,0.635,0.45,0.5619
ML-GEN-00083,"TRD","WR","BCT","BVI-VR",208,1,95.528,98.051,2.523,"ES-W44B","DROPPER_DEFECTIVE",0.6563,12,"DEFECT_ATTENDANCE",92,1,1,1,199,30,1,0.9,0,0.246,0.402,0.6116
ML-GEN-00277,"TRD","ECR","DNR","DNR-PNBE",454,0,542.31,543.891,1.581,"ES-24B","DROPPER_DEFECTIVE",0.5092,8,"PREVENTIVE_MAINT",90,1,1,0,121,97,0,0,0,0.822,0.427,0.6247
ML-GEN-00789,"TRD","ECR","DNR","PNBE-RJPB",870,1,546.206,547.258,1.052,"ES-18B","DROPPER_DEFECTIVE",0.5864,7,"FOOT_PATROL",117,1,1,1,128,81,0,0,0,0.434,0.598,0.6357
ML-GEN-01641,"TRD","WR","BCT","BVI-VR",208,1,74.397,76.506,2.109,"ES-W44A","ANTICREEP_DEFECT",0.8114,9,"DEFECT_ATTENDANCE",39,1,1,1,177,30,1,0.87,0,0.793,0.814,0.6484
ML-GEN-00478,"TRD","NR","DLI","NDLS-PWL",389,1,20.134,24.051,3.917,"ES-D07A","CW_WEAR",0.6998,9,"AOH_SCHEDULE",132,1,1,1,117,139,1,0.77,1,0.185,0.55,0.5874
ML-GEN-00267,"TRD","NR","DLI","NDLS-PWL",389,0,42.418,45.353,2.935,"ES-D06B","CANTILEVER_MISALIGN",0.7718,11,"FOOT_PATROL",96,1,1,1,97,110,1,0.96,0,0.84,0.5,0.6467
ML-GEN-01424,"TRD","NR","DLI","GZB-MB",515,0,62.362,63.65,1.288,"ES-D04A","CANTILEVER_MISALIGN",0.7441,12,"FOOT_PATROL",97,1,1,1,132,63,1,0.88,0,0.667,0.681,0.642
ML-GEN-00643,"TRD","ECR","DNR","DNR-PNBE",454,0,541.457,542.788,1.331,"ES-24A","JUMPER_HOTSPOT",0.8734,17,"FOOT_PATROL",33,1,1,1,118,105,1,0.64,0,0.164,0.671,0.6552
ML-GEN-01315,"TRD","NR","DLI","NDLS-GZB",823,1,20.32,24.78,4.46,"ES-D03A","CANTILEVER_MISALIGN",0.6986,11,"FOOT_PATROL",56,1,0,1,202,30,1,0.7,1,0.851,0.497,0.6447
ML-GEN-01087,"TRD","WR","BCT","BCT-BVI",543,1,50.521,52.325,1.804,"ES-W41B","CW_WEAR",0.3945,14,"FOOT_PATROL",47,1,0,0,274,30,1,0.61,1,0.466,0.473,0.6131
ML-GEN-02036,"TRD","ECR","DNR","BXR-DNR",655,0,611.674,613.908,2.235,"ES-09C","CW_WEAR",0.4793,9,"DEFECT_ATTENDANCE",105,1,1,1,122,69,0,0,0,0.333,0.881,0.6128
ML-GEN-01656,"TRD","WR","BCT","BVI-VR",208,0,89.976,91.573,1.597,"ES-W43B","DROPPER_DEFECTIVE",0.5686,11,"FOOT_PATROL",78,1,1,1,208,30,0,0,0,0.425,0.806,0.6334
ML-GEN-01198,"TRD","ECR","DNR","PNBE-RJPB",870,0,546.301,548.089,1.787,"ES-19A","ANTICREEP_DEFECT",0.3735,14,"EMERGENCY_REPAIR",64,1,1,0,123,107,1,0.75,0,0.245,0.418,0.6217
ML-GEN-01411,"TRD","WR","BCT","BCT-BVI",543,1,3.58,4.912,1.332,"ES-W41A","INSULATOR_FLASHOVER",0.9376,8,"POH_SCHEDULE",195,1,1,1,290,30,0,0,0,0.181,0.718,0.6354
ML-GEN-02487,"TRD","ECR","DNR","PNBE-RJPB",870,1,546.449,547.171,0.722,"ES-18B","JUMPER_HOTSPOT",0.8553,7,"POH_SCHEDULE",200,1,1,1,153,72,1,0.77,0,0.647,0.687,0.6379
ML-GEN-01005,"TRD","NR","DLI","NDLS-GZB",823,1,3.635,4.624,0.989,"ES-D01A","CW_WEAR",0.5887,10,"AOH_SCHEDULE",214,1,1,1,170,38,0,0,0,0.406,0.636,0.6136
ML-GEN-02267,"TRD","WR","BCT","BVI-VR",208,0,60.183,62.77,2.588,"ES-W44A","INSULATOR_FLASHOVER",0.7037,14,"AOH_SCHEDULE",148,1,1,1,166,33,0,0,0,0.47,0.659,0.6371
ML-GEN-02153,"TRD","ECR","DNR","DNR-PNBE",454,1,541.873,542.904,1.03,"ES-25A","JUMPER_HOTSPOT",0.7979,11,"EMERGENCY_REPAIR",72,1,1,1,108,95,1,0.88,1,0.608,0.597,0.6433
ML-GEN-01427,"TRD","ECR","DNR","DNR-PNBE",454,1,541.464,542.15,0.686,"ES-25A","JUMPER_HOTSPOT",0.9178,10,"AOH_SCHEDULE",161,1,1,1,104,139,1,0.52,0,0.49,0.66,0.6595
ML-GEN-00387,"TRD","CR","BSL","KYN-BSL",386,0,377.294,380.455,3.161,"ES-C51A","CANTILEVER_MISALIGN",0.6574,10,"DEFECT_ATTENDANCE",58,1,1,1,99,127,0,0,0,0.571,0.644,0.6272
ML-GEN-01295,"TRD","CR","BSL","KYN-BSL",386,0,115.063,118.094,3.031,"ES-C50A","CW_WEAR",0.5731,8,"EMERGENCY_REPAIR",47,1,0,0,82,178,0,0,0,0.6,0.458,0.6298
ML-GEN-01024,"TRD","NR","DLI","NDLS-PWL",389,0,31.586,34.965,3.379,"ES-D06A","CW_WEAR",0.7429,7,"AOH_SCHEDULE",116,1,1,1,112,137,1,0.94,0,0.516,0.566,0.6358
ML-GEN-01144,"TRD","ECR","DNR","PNBE-RJPB",870,1,546.737,548.76,2.023,"ES-18A","CW_WEAR",0.3187,12,"POH_SCHEDULE",188,1,1,1,139,74,1,0.74,1,0.656,0.44,0.6086
ML-GEN-01419,"TRD","ECR","DNR","MKA-BKP",417,1,491.07,492.824,1.754,"ES-31A","CW_WEAR",0.6783,14,"POH_SCHEDULE",153,1,1,1,85,143,1,0.93,0,0.167,0.453,0.6223
ML-GEN-00873,"TRD","WR","BCT","BCT-BVI",543,1,24.094,27.419,3.326,"ES-W42A","CANTILEVER_MISALIGN",0.8346,18,"EMERGENCY_REPAIR",66,1,1,1,249,30,0,0,1,0.271,0.839,0.6647
ML-GEN-01010,"TRD","ECR","DNR","MKA-BKP",417,1,489.718,491.767,2.05,"ES-32A","BIRD_MENACE",0.6547,11,"AOH_SCHEDULE",145,1,1,1,70,142,0,0,0,0.553,0.199,0.6206
ML-GEN-02206,"TRD","CR","BSL","BSL-NGP",465,0,783.002,783.874,0.872,"ES-C54B","JUMPER_HOTSPOT",0.7103,7,"POH_SCHEDULE",191,1,1,1,72,176,1,0.69,0,0.266,0.472,0.6184
ML-GEN-01677,"TRD","WR","BCT","BCT-BVI",543,0,28.524,32.43,3.906,"ES-W42A","CW_WEAR",0.3496,15,"EMERGENCY_REPAIR",60,1,0,1,256,30,1,0.7,0,0.368,0.504,0.5819
ML-GEN-00843,"TRD","WR","BCT","BCT-BVI",543,0,9.484,11.8,2.315,"ES-W40A","CW_WEAR",0.7436,7,"PREVENTIVE_MAINT",175,1,1,1,198,30,1,0.94,0,0.249,0.84,0.6325
ML-GEN-02468,"TRD","CR","BSL","KYN-BSL",386,0,92.722,93.534,0.811,"ES-C52A","ANTICREEP_DEFECT",0.3969,13,"AOH_SCHEDULE",182,1,1,1,89,140,1,0.82,0,0.269,0.427,0.6043
ML-GEN-01986,"TRD","WR","BCT","BVI-VR",208,1,96.418,97.127,0.709,"ES-W43B","JUMPER_HOTSPOT",0.6898,13,"AOH_SCHEDULE",152,1,1,1,198,30,1,0.74,0,0.66,0.7,0.6202
ML-GEN-02346,"TRD","NR","DLI","NDLS-PWL",389,1,3.793,6.104,2.31,"ES-D07A","CANTILEVER_MISALIGN",0.898,16,"AOH_SCHEDULE",217,1,1,1,113,104,1,0.57,0,0.543,0.86,0.6624
ML-GEN-00909,"TRD","ECR","DNR","DNR-PNBE",454,0,540.655,542.245,1.59,"ES-25B","ANTICREEP_DEFECT",0.4215,11,"POH_SCHEDULE",202,1,1,1,119,70,1,0.52,1,0.297,0.878,0.5883
ML-GEN-00123,"TRD","ECR","DNR","BXR-DNR",655,0,614.101,614.671,0.569,"ES-09B","CW_WEAR",0.5666,13,"AOH_SCHEDULE",151,1,1,1,95,90,0,0,0,0.181,0.748,0.6171
ML-GEN-01899,"TRD","NR","DLI","NDLS-GZB",823,0,19.014,23.596,4.582,"ES-D01A","CANTILEVER_MISALIGN",0.736,5,"FOOT_PATROL",92,1,1,1,173,37,1,0.72,1,0.516,0.871,0.6164
ML-GEN-01983,"TRD","ECR","DNR","PNBE-RJPB",870,0,545.429,546.036,0.607,"ES-18B","CANTILEVER_MISALIGN",0.7,10,"AOH_SCHEDULE",189,1,1,1,143,56,1,0.5,0,0.522,0.653,0.6285
ML-GEN-01916,"TRD","WR","BCT","BCT-BVI",543,0,4.808,7.702,2.894,"ES-W40A","BIRD_MENACE",0.898,17,"DEFECT_ATTENDANCE",121,1,1,1,272,30,1,0.64,0,0.103,0.546,0.6532
ML-GEN-01873,"TRD","CR","BSL","KYN-BSL",386,0,295.672,299.191,3.519,"ES-C52A","INSULATOR_FLASHOVER",0.6876,10,"PREVENTIVE_MAINT",152,1,1,1,82,123,1,0.71,0,0.814,0.512,0.6432
ML-GEN-01300,"TRD","ECR","DNR","MKA-BKP",417,1,490.053,491.955,1.901,"ES-31A","CW_WEAR",0.6536,31,"EMERGENCY_REPAIR",108,1,1,1,81,145,0,0,0,0.81,0.65,0.6967
ML-GEN-01031,"TRD","WR","BCT","BCT-BVI",543,1,39.038,43.635,4.596,"ES-W42A","DROPPER_DEFECTIVE",0.6604,15,"AOH_SCHEDULE",154,1,1,1,261,30,1,0.66,1,0.467,0.473,0.6125
ML-GEN-02367,"TRD","ECR","DNR","DNR-PNBE",454,0,541.025,543.228,2.203,"ES-24B","INSULATOR_FLASHOVER",0.9263,16,"AOH_SCHEDULE",147,1,1,1,130,63,1,0.59,0,0.424,0.443,0.6454
ML-GEN-00772,"TRD","WR","BCT","BVI-VR",208,1,72.421,76.148,3.727,"ES-W44A","JUMPER_HOTSPOT",0.6926,12,"EMERGENCY_REPAIR",82,1,1,1,187,46,0,0,0,0.522,0.655,0.6658
ML-GEN-00813,"TRD","CR","BSL","KYN-BSL",386,0,326.857,330.266,3.409,"ES-C50A","CANTILEVER_MISALIGN",0.4995,13,"PREVENTIVE_MAINT",154,1,1,1,87,135,0,0,0,0.747,0.517,0.625
ML-GEN-00828,"TRD","WR","BCT","BVI-VR",208,1,94.795,98.756,3.961,"ES-W43B","CW_WEAR",0.609,11,"FOOT_PATROL",56,1,0,0,182,30,1,0.8,1,0.48,0.822,0.643
ML-GEN-02076,"TRD","CR","BSL","KYN-BSL",386,0,186.109,186.898,0.789,"ES-C50B","CANTILEVER_MISALIGN",0.5068,3,"POH_SCHEDULE",175,1,1,1,100,90,1,0.53,0,0.629,0.754,0.6082
ML-GEN-02328,"TRD","NR","DLI","GZB-MB",515,1,46.176,50.947,4.771,"ES-D04A","CANTILEVER_MISALIGN",0.7506,15,"POH_SCHEDULE",96,1,1,1,141,94,1,0.52,0,0.671,0.829,0.6711
ML-GEN-00769,"TRD","CR","BSL","KYN-BSL",386,1,369.998,372.659,2.661,"ES-C50B","NEUTRAL_PTFE",0.5912,10,"POH_SCHEDULE",188,1,1,1,80,142,1,0.91,0,0.184,0.43,0.6081
ML-GEN-02152,"TRD","CR","BSL","KYN-BSL",386,0,122.03,123.535,1.505,"ES-C51B","INSULATOR_FLASHOVER",0.8147,16,"POH_SCHEDULE",135,1,1,1,114,92,0,0,0,0.304,0.556,0.6423
ML-GEN-01914,"TRD","CR","BSL","BSL-NGP",465,0,583.297,588.262,4.965,"ES-C54B","STEADYARM_CORRODED",0.5973,5,"FOOT_PATROL",83,1,1,0,59,172,1,0.78,0,0.482,0.465,0.5937
ML-GEN-00341,"TRD","CR","BSL","BSL-NGP",465,0,644.704,646.459,1.755,"ES-C53A","CW_WEAR",0.457,64,"FOOT_PATROL",76,1,1,1,76,149,1,0.53,0,0.642,0.393,0.7118
ML-GEN-02015,"TRD","ECR","DNR","DNR-PNBE",454,0,541.826,542.924,1.098,"ES-25B","JUMPER_HOTSPOT",0.7053,12,"POH_SCHEDULE",103,1,1,1,127,70,0,0,1,0.21,0.576,0.6378
ML-GEN-00110,"TRD","CR","BSL","BSL-NGP",465,0,694.448,697.492,3.044,"ES-C54A","BIRD_MENACE",0.8605,19,"PREVENTIVE_MAINT",89,1,1,1,69,130,0,0,0,0.73,0.322,0.6552
ML-GEN-00463,"TRD","CR","BSL","KYN-BSL",386,1,120.264,123.539,3.275,"ES-C51B","DROPPER_DEFECTIVE",0.3326,12,"FOOT_PATROL",110,1,1,1,98,153,1,0.64,0,0.677,0.899,0.6278
ML-GEN-00687,"TRD","CR","BSL","KYN-BSL",386,0,229.226,230.218,0.992,"ES-C52A","CANTILEVER_MISALIGN",0.7907,14,"POH_SCHEDULE",106,1,1,1,97,121,1,0.52,0,0.613,0.543,0.6499
ML-GEN-01173,"TRD","ECR","DNR","BXR-DNR",655,1,611.532,613.956,2.424,"ES-09A","DROPPER_DEFECTIVE",0.7573,10,"DEFECT_ATTENDANCE",65,1,1,0,103,139,1,0.92,0,0.606,0.874,0.6526
ML-GEN-00711,"TRD","ECR","DNR","PNBE-RJPB",870,0,547.6,548.523,0.923,"ES-19A","NEUTRAL_PTFE",0.8802,15,"FOOT_PATROL",57,1,1,1,130,107,1,0.69,1,0.779,0.503,0.678
ML-GEN-02198,"TRD","CR","BSL","KYN-BSL",386,1,194.256,196.729,2.473,"ES-C51A","DROPPER_DEFECTIVE",0.6665,10,"EMERGENCY_REPAIR",65,1,1,0,82,129,1,0.69,0,0.687,0.444,0.6173
ML-GEN-01178,"TRD","ECR","DNR","PNBE-RJPB",870,0,547.446,548.314,0.867,"ES-19A","CANTILEVER_MISALIGN",0.6506,12,"FOOT_PATROL",99,1,1,1,138,87,1,0.78,1,0.108,0.588,0.6087
ML-GEN-00905,"TRD","WR","BCT","BCT-BVI",543,1,24.22,28.697,4.477,"ES-W40B","DROPPER_DEFECTIVE",0.7568,14,"AOH_SCHEDULE",142,1,1,1,233,30,1,0.65,0,0.119,0.637,0.6517
ML-GEN-01234,"TRD","NR","DLI","NDLS-GZB",823,1,15.857,19.253,3.395,"ES-D01A","INSULATOR_FLASHOVER",0.785,13,"DEFECT_ATTENDANCE",120,1,1,1,216,30,1,0.7,1,0.669,0.454,0.6534
ML-GEN-00007,"TRD","NR","DLI","NDLS-PWL",389,0,24.077,28.509,4.432,"ES-D07A","CW_WEAR",0.7776,15,"POH_SCHEDULE",174,1,1,1,99,107,0,0,0,0.506,0.752,0.6518
ML-GEN-00028,"TRD","NR","DLI","NDLS-GZB",823,0,8.27,12.039,3.769,"ES-D01B","CANTILEVER_MISALIGN",0.5097,20,"EMERGENCY_REPAIR",30,1,0,1,177,56,1,0.9,0,0.342,0.751,0.6277
ML-GEN-02173,"TRD","CR","BSL","KYN-BSL",386,1,114.784,118.373,3.59,"ES-C50B","CW_WEAR",0.4773,10,"AOH_SCHEDULE",162,1,1,1,72,160,0,0,0,0.152,0.438,0.5957
ML-GEN-01160,"TRD","CR","BSL","KYN-BSL",386,0,89.832,92.199,2.367,"ES-C50B","CW_WEAR",0.7065,18,"EMERGENCY_REPAIR",83,1,1,1,79,135,1,0.84,0,0.683,0.429,0.6652
ML-GEN-00218,"TRD","NR","DLI","GZB-MB",515,0,49.99,54.651,4.661,"ES-D05A","CANTILEVER_MISALIGN",0.8107,17,"EMERGENCY_REPAIR",77,1,1,0,108,114,1,0.87,1,0.296,0.522,0.6354
ML-GEN-02252,"TRD","CR","BSL","BSL-NGP",465,1,794.891,796.118,1.226,"ES-C53A","CANTILEVER_MISALIGN",0.8275,18,"POH_SCHEDULE",154,1,1,1,74,127,1,0.57,0,0.335,0.395,0.6505
ML-GEN-01262,"TRD","NR","DLI","NDLS-PWL",389,0,22.233,23.931,1.698,"ES-D07A","CW_WEAR",0.5749,13,"EMERGENCY_REPAIR",45,1,0,0,93,122,0,0,0,0.882,0.649,0.6458
ML-GEN-00229,"TRD","NR","DLI","NDLS-GZB",823,0,3.612,7.065,3.453,"ES-D01A","CANTILEVER_MISALIGN",0.6982,14,"FOOT_PATROL",82,1,1,1,198,30,1,0.87,0,0.283,0.403,0.6252
ML-GEN-00072,"TRD","WR","BCT","BVI-VR",208,1,60.286,62.822,2.536,"ES-W44B","NEUTRAL_PTFE",0.7095,11,"AOH_SCHEDULE",198,1,1,1,207,30,1,0.87,1,0.83,0.429,0.6343
ML-GEN-01881,"TRD","NR","DLI","NDLS-GZB",823,1,24.048,27.498,3.45,"ES-D01A","STEADYARM_CORRODED",0.6877,8,"PREVENTIVE_MAINT",92,1,1,1,199,46,1,0.57,1,0.293,0.655,0.6254
ML-GEN-00908,"TRD","WR","BCT","BVI-VR",208,1,92.732,96.91,4.178,"ES-W44B","INSULATOR_FLASHOVER",0.7759,7,"DEFECT_ATTENDANCE",45,1,1,1,210,30,1,0.56,1,0.408,0.844,0.6455
ML-GEN-01869,"TRD","CR","BSL","KYN-BSL",386,0,228.121,230.367,2.246,"ES-C51A","JUMPER_HOTSPOT",0.8571,8,"FOOT_PATROL",132,1,1,1,96,120,1,0.89,0,0.357,0.879,0.6478
ML-GEN-01763,"TRD","WR","BCT","BVI-VR",208,0,102.365,106.202,3.838,"ES-W43A","CW_WEAR",0.4864,16,"POH_SCHEDULE",125,1,1,1,187,30,0,0,0,0.311,0.441,0.6259
ML-GEN-02407,"TRD","ECR","DNR","BXR-DNR",655,1,610.465,611.688,1.222,"ES-09B","BIRD_MENACE",0.6702,22,"PREVENTIVE_MAINT",140,1,1,1,102,115,1,0.53,0,0.474,0.708,0.6556
ML-GEN-00105,"TRD","ECR","DNR","BXR-DNR",655,1,611.861,612.667,0.806,"ES-09B","DROPPER_DEFECTIVE",0.6331,14,"DEFECT_ATTENDANCE",57,1,0,1,117,91,1,0.89,1,0.577,0.884,0.6507
ML-GEN-00822,"TRD","WR","BCT","BCT-BVI",543,0,35.928,40.327,4.398,"ES-W40B","CW_WEAR",0.7568,13,"PREVENTIVE_MAINT",115,1,1,1,266,30,1,0.71,0,0.783,0.714,0.6747
ML-GEN-00239,"TRD","NR","DLI","NDLS-GZB",823,0,10.137,13.015,2.878,"ES-D02B","CW_WEAR",0.769,12,"POH_SCHEDULE",161,1,1,1,194,30,1,0.89,0,0.364,0.659,0.6402
ML-GEN-01224,"TRD","WR","BCT","BCT-BVI",543,0,4.856,6.399,1.544,"ES-W41B","DROPPER_DEFECTIVE",0.5634,10,"AOH_SCHEDULE",183,1,1,1,248,30,0,0,0,0.313,0.588,0.6212
ML-GEN-01022,"TRD","WR","BCT","BCT-BVI",543,1,10.397,11.45,1.054,"ES-W40A","DROPPER_DEFECTIVE",0.5949,9,"PREVENTIVE_MAINT",171,1,1,1,230,30,1,0.89,1,0.438,0.727,0.5989
ML-GEN-00334,"TRD","CR","BSL","KYN-BSL",386,1,183.186,183.994,0.808,"ES-C50B","CANTILEVER_MISALIGN",0.7965,10,"DEFECT_ATTENDANCE",56,1,1,1,92,104,0,0,0,0.515,0.825,0.6324
ML-GEN-00831,"TRD","NR","DLI","GZB-MB",515,1,47.078,49.741,2.663,"ES-D04B","CW_WEAR",0.7193,8,"FOOT_PATROL",89,1,1,0,118,99,1,0.86,0,0.113,0.53,0.6123
ML-GEN-00681,"TRD","CR","BSL","KYN-BSL",386,0,256.05,256.594,0.544,"ES-C51A","INSULATOR_FLASHOVER",0.6648,8,"PREVENTIVE_MAINT",71,1,1,0,82,116,0,0,0,0.816,0.607,0.6347
ML-GEN-02308,"TRD","ECR","DNR","MKA-BKP",417,0,490.846,492.519,1.673,"ES-31A","CW_WEAR",0.7096,11,"DEFECT_ATTENDANCE",126,1,1,1,97,109,1,0.7,0,0.488,0.666,0.6462
ML-GEN-00957,"TRD","ECR","DNR","BXR-DNR",655,1,612.49,614.337,1.848,"ES-09A","CW_WEAR",0.4368,10,"DEFECT_ATTENDANCE",133,1,1,1,109,121,1,0.69,0,0.667,0.492,0.6133
ML-GEN-01412,"TRD","ECR","DNR","BXR-DNR",655,1,611.326,612.674,1.348,"ES-09B","JUMPER_HOTSPOT",0.9035,14,"POH_SCHEDULE",88,1,1,1,108,101,1,0.8,0,0.899,0.703,0.6851
ML-GEN-01136,"TRD","CR","BSL","BSL-NGP",465,0,625.563,626.44,0.877,"ES-C54A","INSULATOR_FLASHOVER",0.712,16,"AOH_SCHEDULE",128,1,1,1,68,185,1,0.56,0,0.454,0.454,0.6439
ML-GEN-01938,"TRD","CR","BSL","BSL-NGP",465,1,769.597,773.627,4.03,"ES-C54A","DROPPER_DEFECTIVE",0.7521,16,"EMERGENCY_REPAIR",68,1,1,1,69,203,1,0.62,0,0.229,0.406,0.6336
ML-GEN-01413,"TRD","ECR","DNR","BXR-DNR",655,0,612.634,614.865,2.231,"ES-09A","CW_WEAR",0.6871,18,"FOOT_PATROL",108,1,1,1,90,99,0,0,0,0.248,0.435,0.6314
ML-GEN-00574,"TRD","WR","BCT","BVI-VR",208,1,74.67,77.39,2.72,"ES-W43B","INSULATOR_FLASHOVER",0.8312,14,"FOOT_PATROL",75,1,1,1,248,30,1,0.8,0,0.639,0.427,0.64
ML-GEN-00146,"TRD","NR","DLI","NDLS-GZB",823,0,25.934,27.925,1.99,"ES-D02B","NEUTRAL_PTFE",0.6687,8,"PREVENTIVE_MAINT",161,1,1,1,190,30,1,0.95,1,0.489,0.725,0.6244
ML-GEN-01155,"TRD","ECR","DNR","BXR-DNR",655,1,612.816,614.988,2.171,"ES-09A","CW_WEAR",0.524,16,"DEFECT_ATTENDANCE",68,1,1,1,98,169,1,0.66,0,0.812,0.505,0.6616
ML-GEN-00396,"TRD","ECR","DNR","MKA-BKP",417,1,489.443,491.192,1.748,"ES-31A","DROPPER_DEFECTIVE",0.674,13,"POH_SCHEDULE",129,1,1,1,88,174,1,0.86,0,0.556,0.872,0.6258
ML-GEN-01021,"TRD","WR","BCT","BCT-BVI",543,1,48.64,51.57,2.93,"ES-W42A","CW_WEAR",0.5146,12,"EMERGENCY_REPAIR",66,1,1,1,241,30,0,0,1,0.755,0.683,0.6278
ML-GEN-00948,"TRD","CR","BSL","BSL-NGP",465,1,729.035,731.674,2.639,"ES-C54A","CW_WEAR",0.6205,10,"DEFECT_ATTENDANCE",97,1,1,1,74,170,0,0,0,0.722,0.355,0.631
ML-GEN-00776,"TRD","WR","BCT","BCT-BVI",543,0,27.556,28.878,1.322,"ES-W41B","INSULATOR_FLASHOVER",0.6099,14,"FOOT_PATROL",107,1,1,1,283,30,1,0.83,1,0.438,0.608,0.6254
ML-GEN-02438,"TRD","WR","BCT","BCT-BVI",543,1,5.036,7.888,2.852,"ES-W40A","JUMPER_HOTSPOT",0.8356,16,"AOH_SCHEDULE",130,1,1,1,276,30,1,0.9,0,0.677,0.526,0.6672
ML-GEN-00918,"TRD","ECR","DNR","PNBE-RJPB",870,0,545.239,547.578,2.34,"ES-18B","DROPPER_DEFECTIVE",0.4386,8,"AOH_SCHEDULE",173,1,1,1,147,48,1,0.91,0,0.102,0.438,0.5863
ML-GEN-02158,"TRD","WR","BCT","BVI-VR",208,1,73.481,75.405,1.924,"ES-W44A","DROPPER_DEFECTIVE",0.4793,10,"FOOT_PATROL",103,1,1,1,205,30,1,0.59,0,0.404,0.72,0.6081
ML-GEN-01426,"TRD","CR","BSL","KYN-BSL",386,1,228.693,232.912,4.219,"ES-C52A","ANTICREEP_DEFECT",0.5276,68,"EMERGENCY_REPAIR",40,1,1,0,71,191,0,0,0,0.539,0.455,0.7511
