"project_id","project_title","category","station_code","division","zone_code","zone_name","sanction_reference","sanction_year","estimated_cost_crores","physical_progress_pct","financial_progress_pct","ni_block_hours","pre_ni_shadow_blocks","twr_approved","crs_sanction_ref","sr_dso_clearance","target_commissioning_date","ni_status","bdms_ni_demand_id","transfer_status","trains_cancelled","trains_diverted","trains_short_terminated","mega_block_start_date","mega_block_end_date","project_manager","contractor","works_programme_ref","latitude","longitude"
"PB-WR-07789","Replacement of Route Relay Interlocking (RRI) with Electronic Interlocking (EI)","EI Commissioning","Itarsi Jn","Bhavnagar","WR","Western Railway","Pink Book Item 2023-24","2023-24",41.94,64,58,48,27,TRUE,"CRS/WR/906/2026",TRUE,"2028-03-22","NI In Progress",,"Pending Transfer",11,15,4,"2026-09-02","2026-09-11","Nitin Agarwal (DSTE/Bhavnagar)","RITES","WP/WR/2023-24/135",21.17,85.08
"PB-NR-07790","Optical Fibre Cable (OFC) Network Expansion for Data Communication","OFC Telecom","Nanded","Moradabad","NR","Northern Railway","LAW Sanction Item 2024-25","2024-25",17.29,49,53,12,26,FALSE,"CRS/NR/944/2026",TRUE,"2028-02-07","Pre-NI Staging",,"Pending Transfer",0,0,0,,,"Rajan Pillai (DSTE/Moradabad)","RITES","WP/NR/2024-25/197",16.57,81.2
"PB-SECR-07791","Optical Fibre Cable (OFC) Network Expansion for Data Communication","OFC Telecom","Bhusaval Jn","Bilaspur","SECR","South East Central Railway","LAW Sanction Item 2024-25","2024-25",13.41,74,76,12,19,TRUE,"CRS/SECR/735/2026",TRUE,"2028-09-11","Sanctioned (Awaiting NI)",,"Pending Transfer",0,0,0,,,"Bharat Bhushan (DSTE/Bilaspur)","L&T","WP/SECR/2024-25/106",31.46,73.77
"PB-ECR-07792","Replacement of Mechanical/Electrical Signalling with Panel Interlocking","Panel IL Commissioning","Jaipur Jn","Sonpur","ECR","East Central Railway","Pink Book Item 2023-24","2023-24",26.81,84,69,60,7,TRUE,"CRS/ECR/381/2026",TRUE,"2028-02-19","Pre-NI Staging",,"Pending Transfer",0,0,0,,,"Dharmendra Pal (DSTE/Sonpur)","L&T","WP/ECR/2023-24/93",14.17,72.8
"PB-NWR-07793","Installation of KAVACH (Indigenous ATP) System on Mainline Section","Safety / Kavach","Ramagundam","Jaipur","NWR","North Western Railway","Pink Book Item 2024-25","2024-25",95.8,38,45,36,10,FALSE,"CRS/NWR/540/2026",FALSE,"2028-09-18","Delayed / Revised",,"Pending Transfer",0,0,0,,,"Pankaj Dubey (DSTE/Jaipur)","IRCON","WP/NWR/2024-25/84",19.07,73.57
"PB-WCR-07794","Replacement of Mechanical/Electrical Signalling with Panel Interlocking","Panel IL Commissioning","Bengaluru City","Bhopal","WCR","West Central Railway","Pink Book Item 2022-23","2022-23",31.03,21,27,60,14,FALSE,"CRS/WCR/525/2026",FALSE,"2026-10-05","Commissioned","BDMS-NI-2026-WCR-07794","Transferred to BDMS",0,0,0,,,"Kishore Nath (DSTE/Bhopal)","RITES","WP/WCR/2022-23/183",33.39,80.94
"PB-SER-07795","Optical Fibre Cable (OFC) Network Expansion for Data Communication","OFC Telecom","Ramagundam","Ranchi","SER","South Eastern Railway","LAW Sanction Item 2023-24","2023-24",18.19,2,12,12,23,FALSE,"CRS/SER/815/2026",FALSE,"2026-10-18","NI In Progress","BDMS-NI-2026-SER-07795","Transferred to BDMS",28,15,8,"2026-09-05","2026-09-06","Ganesh Iyer (DSTE/Ranchi)","L&T","WP/SER/2023-24/14",30.27,70.5
"PB-KRCL-07796","Optical Fibre Cable (OFC) Network Expansion for Data Communication","OFC Telecom","Agra Cantt","Karwar","KRCL","Konkan Railway","LAW Sanction Item 2022-23","2022-23",14.45,60,63,12,28,TRUE,"CRS/KRCL/435/2026",TRUE,"2026-12-15","Sanctioned (Awaiting NI)","BDMS-NI-2026-KRCL-07796","Transferred to BDMS",0,0,0,,,"Ashok Rao (DSTE/Karwar)","Alstom India","WP/KRCL/2022-23/6",16.63,69.11
"PB-WR-07797","Yard Remodeling & Provision of Additional Loop Lines with High-Speed Turnouts","Yard Remodeling","Itarsi Jn","Mumbai Central","WR","Western Railway","Pink Book Item 2024-25","2024-25",31.69,42,40,72,28,FALSE,"CRS/WR/160/2026",TRUE,"2027-04-26","Sanctioned (Awaiting NI)",,"Pending Transfer",0,0,0,,,"Pravin Patil (DSTE/Mumbai Central)","IRCON","WP/WR/2024-25/181",13.51,78.28
"PB-KRCL-07798","Installation of KAVACH (Indigenous ATP) System on Mainline Section","Safety / Kavach","Solapur Jn","Karwar","KRCL","Konkan Railway","Pink Book Item 2022-23","2022-23",108.86,75,70,36,24,TRUE,"CRS/KRCL/860/2026",TRUE,"2027-03-17","NI In Progress",,"Pending Transfer",15,11,8,"2026-09-04","2026-09-07","Girish Kale (DSTE/Karwar)","RVNL","WP/KRCL/2022-23/6",27.76,80.59
"PB-NR-07799","Yard Remodeling & Provision of Additional Loop Lines with High-Speed Turnouts","Yard Remodeling","Surat","Ambala","NR","Northern Railway","Pink Book Item 2022-23","2022-23",15.02,11,17,72,13,FALSE,"CRS/NR/106/2026",FALSE,"2028-07-29","Pre-NI Staging","BDMS-NI-2026-NR-07799","Transferred to BDMS",0,0,0,,,"Ravi Shankar (DSTE/Ambala)","Thales India","WP/NR/2022-23/196",10.48,84.72
"PB-WCR-07800","Optical Fibre Cable (OFC) Network Expansion for Data Communication","OFC Telecom","Vijayawada Jn","Bhopal","WCR","West Central Railway","LAW Sanction Item 2024-25","2024-25",8.24,50,53,12,16,FALSE,"CRS/WCR/940/2026",TRUE,"2026-11-14","Pre-NI Staging",,"Pending Transfer",0,0,0,,,"Baldev Arora (DSTE/Bhopal)","IRCON","WP/WCR/2024-25/97",30.11,77.2
"PB-SWR-07801","Optical Fibre Cable (OFC) Network Expansion for Data Communication","OFC Telecom","Hubli Jn","Mysuru","SWR","South Western Railway","LAW Sanction Item 2023-24","2023-24",9.45,38,35,12,21,FALSE,"CRS/SWR/984/2026",FALSE,"2028-12-19","Sanctioned (Awaiting NI)","BDMS-NI-2026-SWR-07801","Transferred to BDMS",0,0,0,,,"Ajay Thakur (DSTE/Mysuru)","IRCON","WP/SWR/2023-24/54",29.57,81.58
"PB-CR-07802","Optical Fibre Cable (OFC) Network Expansion for Data Communication","OFC Telecom","Gorakhpur Jn","Solapur","CR","Central Railway","LAW Sanction Item 2023-24","2023-24",11.15,71,70,12,24,TRUE,"CRS/CR/729/2026",TRUE,"2028-02-22","NI In Progress","BDMS-NI-2026-CR-07802","Transferred to BDMS",15,15,11,"2026-08-07","2026-09-07","Satish Chandra (DSTE/Solapur)","RITES","WP/CR/2023-24/145",19.97,93.85
"PB-NER-07803","Optical Fibre Cable (OFC) Network Expansion for Data Communication","OFC Telecom","Dhanbad Jn","Lucknow","NER","North Eastern Railway","LAW Sanction Item 2023-24","2023-24",18.09,60,59,12,9,TRUE,"CRS/NER/418/2026",TRUE,"2027-10-05","Pre-NI Staging",,"Pending Transfer",0,0,0,,,"Santosh Nair (DSTE/Lucknow)","Siemens Rail","WP/NER/2023-24/173",28.71,73.76
"PB-NWR-07804","Replacement of Route Relay Interlocking (RRI) with Electronic Interlocking (EI)","EI Commissioning","Bhubaneswar","Jaipur","NWR","North Western Railway","Pink Book Item 2024-25","2024-25",59.16,31,31,48,21,FALSE,"CRS/NWR/256/2026",FALSE,"2028-12-21","Pre-NI Staging","BDMS-NI-2026-NWR-07804","Transferred to BDMS",0,0,0,,,"Rajan Pillai (DSTE/Jaipur)","RITES","WP/NWR/2024-25/71",11.88,74.12
"PB-SECR-07805","Installation of KAVACH (Indigenous ATP) System on Mainline Section","Safety / Kavach","Guntakal Jn","Raipur","SECR","South East Central Railway","Pink Book Item 2022-23","2022-23",67.33,9,0,36,8,FALSE,"CRS/SECR/862/2026",FALSE,"2027-08-02","Sanctioned (Awaiting NI)","BDMS-NI-2026-SECR-07805","Transferred to BDMS",0,0,0,,,"Sanjay Mishra (DSTE/Raipur)","RVNL","WP/SECR/2022-23/19",27.92,85.57
"PB-SER-07806","Yard Remodeling & Provision of Additional Loop Lines with High-Speed Turnouts","Yard Remodeling","Mumbai CST","Kharagpur","SER","South Eastern Railway","Pink Book Item 2022-23","2022-23",24.57,51,39,72,15,TRUE,"CRS/SER/294/2026",TRUE,"2028-06-14","Commissioned","BDMS-NI-2026-SER-07806","Transferred to BDMS",0,0,0,,,"Baldev Arora (DSTE/Kharagpur)","RITES","WP/SER/2022-23/159",29.84,75.04
"PB-CR-07807","Yard Remodeling & Provision of Additional Loop Lines with High-Speed Turnouts","Yard Remodeling","Nanded","Nagpur","CR","Central Railway","Pink Book Item 2025-26","2025-26",34.62,15,16,72,18,FALSE,"CRS/CR/219/2026",FALSE,"2028-01-22","Commissioned",,"Pending Transfer",0,0,0,,,"Ravi Shankar (DSTE/Nagpur)","Thales India","WP/CR/2025-26/95",22.3,90.54
"PB-WR-07808","Installation of KAVACH (Indigenous ATP) System on Mainline Section","Safety / Kavach","Firozpur Jn","Mumbai Central","WR","Western Railway","Pink Book Item 2025-26","2025-26",77.87,68,76,36,8,TRUE,"CRS/WR/833/2026",TRUE,"2028-07-02","Commissioned","BDMS-NI-2026-WR-07808","Transferred to BDMS",0,0,0,,,"Deepak Chauhan (DSTE/Mumbai Central)","Thales India","WP/WR/2025-26/75",23.07,75.29
"PB-SR-07809","Yard Remodeling & Provision of Additional Loop Lines with High-Speed Turnouts","Yard Remodeling","Allahabad Jn","Palghat","SR","Southern Railway","Pink Book Item 2025-26","2025-26",22.63,5,10,72,19,FALSE,"CRS/SR/853/2026",FALSE,"2028-06-09","Pre-NI Staging","BDMS-NI-2026-SR-07809","Transferred to BDMS",0,0,0,,,"Naveen Kulkarni (DSTE/Palghat)","Siemens Rail","WP/SR/2025-26/68",12.9,90.26
"PB-SCR-07810","Installation of KAVACH (Indigenous ATP) System on Mainline Section","Safety / Kavach","Coimbatore Jn","Hyderabad","SCR","South Central Railway","Pink Book Item 2024-25","2024-25",41.81,28,27,36,7,FALSE,"CRS/SCR/749/2026",FALSE,"2028-08-31","Pre-NI Staging",,"Pending Transfer",0,0,0,,,"Hemant Bansal (DSTE/Hyderabad)","Medha Servo","WP/SCR/2024-25/107",20.49,76.75
"PB-NWR-07811","Yard Remodeling & Provision of Additional Loop Lines with High-Speed Turnouts","Yard Remodeling","Raipur Jn","Jodhpur","NWR","North Western Railway","Pink Book Item 2025-26","2025-26",19.38,37,42,72,30,FALSE,"CRS/NWR/260/2026",FALSE,"2027-01-24","NI In Progress","BDMS-NI-2026-NWR-07811","Transferred to BDMS",34,16,11,"2026-08-21","2026-09-11","Vikas Rawat (DSTE/Jodhpur)","RVNL","WP/NWR/2025-26/152",9.54,87.95
"PB-SR-07812","Replacement of Route Relay Interlocking (RRI) with Electronic Interlocking (EI)","EI Commissioning","Ahmedabad Jn","Palghat","SR","Southern Railway","Pink Book Item 2023-24","2023-24",29.17,9,0,48,26,FALSE,"CRS/SR/355/2026",FALSE,"2028-06-11","Commissioned","BDMS-NI-2026-SR-07812","Transferred to BDMS",0,0,0,,,"Manoj Verma (DSTE/Palghat)","Medha Servo","WP/SR/2023-24/170",27.29,86.38
"PB-SR-07813","Installation of Centralized Traffic Control (CTC) System","CTC / SCADA","Madurai Jn","Salem","SR","Southern Railway","Pink Book Item 2025-26","2025-26",64.47,99,100,36,12,TRUE,"CRS/SR/444/2026",TRUE,"2026-10-08","Commissioned","BDMS-NI-2026-SR-07813","Transferred to BDMS",0,0,0,,,"Sunil Das (DSTE/Salem)","Thales India","WP/SR/2025-26/155",11.53,89.14
"PB-KRCL-07814","Optical Fibre Cable (OFC) Network Expansion for Data Communication","OFC Telecom","Wadi Jn","Karwar","KRCL","Konkan Railway","LAW Sanction Item 2025-26","2025-26",13.84,12,0,12,22,FALSE,"CRS/KRCL/131/2026",FALSE,"2028-10-11","NI In Progress","BDMS-NI-2026-KRCL-07814","Transferred to BDMS",19,19,9,"2026-08-30","2026-09-12","Pravin Patil (DSTE/Karwar)","HBL","WP/KRCL/2025-26/80",9.63,77.64
"PB-SCR-07815","Provision of Automatic Block Signalling (ABS) on Double Line Section","ABS Commissioning","Itarsi Jn","Secunderabad","SCR","South Central Railway","Pink Book Item 2022-23","2022-23",42.51,67,67,48,12,TRUE,"CRS/SCR/198/2026",TRUE,"2028-12-26","Commissioned",,"Pending Transfer",0,0,0,,,"Govind Ram (DSTE/Secunderabad)","HBL","WP/SCR/2022-23/169",22.22,87.99
"PB-ECoR-07816","Provision of Automatic Block Signalling (ABS) on Double Line Section","ABS Commissioning","Vijayawada Jn","Khurda Road","ECoR","East Coast Railway","Pink Book Item 2025-26","2025-26",49.94,28,23,48,14,FALSE,"CRS/ECoR/753/2026",FALSE,"2027-10-21","Sanctioned (Awaiting NI)","BDMS-NI-2026-ECoR-07816","Transferred to BDMS",0,0,0,,,"Sudhir Saxena (DSTE/Khurda Road)","RITES","WP/ECoR/2025-26/97",8.85,87.34
"PB-WCR-07817","Installation of Centralized Traffic Control (CTC) System","CTC / SCADA","Bhubaneswar","Jabalpur","WCR","West Central Railway","Pink Book Item 2022-23","2022-23",68.64,5,4,36,20,FALSE,"CRS/WCR/981/2026",FALSE,"2028-10-16","Sanctioned (Awaiting NI)","BDMS-NI-2026-WCR-07817","Transferred to BDMS",0,0,0,,,"Ravi Shankar (DSTE/Jabalpur)","Medha Servo","WP/WCR/2022-23/72",13.88,74.38
"PB-SER-07818","Yard Remodeling & Provision of Additional Loop Lines with High-Speed Turnouts","Yard Remodeling","Nagpur Jn","Chakradharpur","SER","South Eastern Railway","Pink Book Item 2022-23","2022-23",20.98,18,9,72,23,FALSE,"CRS/SER/388/2026",FALSE,"2027-05-30","Sanctioned (Awaiting NI)","BDMS-NI-2026-SER-07818","Transferred to BDMS",0,0,0,,,"Lalit Mohan (DSTE/Chakradharpur)","Medha Servo","WP/SER/2022-23/95",26.66,75.95
"PB-SECR-07819","Replacement of Route Relay Interlocking (RRI) with Electronic Interlocking (EI)","EI Commissioning","Pune Jn","Raipur","SECR","South East Central Railway","Pink Book Item 2023-24","2023-24",51.44,11,12,48,24,FALSE,"CRS/SECR/994/2026",FALSE,"2028-06-26","Delayed / Revised",,"Pending Transfer",0,0,0,,,"Pravin Patil (DSTE/Raipur)","Medha Servo","WP/SECR/2023-24/46",32.06,96.11
"PB-KRCL-07820","Complete Track Circuit Renewal with MSDAC High-Frequency Axle Counters","Track Detection","Pune Jn","Ratnagiri","KRCL","Konkan Railway","LAW Sanction Item 2022-23","2022-23",21.74,18,23,24,17,FALSE,"CRS/KRCL/486/2026",FALSE,"2028-12-14","Pre-NI Staging",,"Pending Transfer",0,0,0,,,"Harish Menon (DSTE/Ratnagiri)","RVNL","WP/KRCL/2022-23/140",30.41,80.99
"PB-NWR-07821","Replacement of Route Relay Interlocking (RRI) with Electronic Interlocking (EI)","EI Commissioning","Nagpur Jn","Jodhpur","NWR","North Western Railway","Pink Book Item 2025-26","2025-26",53.67,28,24,48,6,FALSE,"CRS/NWR/584/2026",FALSE,"2028-10-28","Sanctioned (Awaiting NI)",,"Pending Transfer",0,0,0,,,"Yogesh Soni (DSTE/Jodhpur)","Siemens Rail","WP/NWR/2025-26/194",13.8,80.06
"PB-SR-07822","Provision of Automatic Block Signalling (ABS) on Double Line Section","ABS Commissioning","Guwahati","Salem","SR","Southern Railway","Pink Book Item 2023-24","2023-24",20.82,68,57,48,6,TRUE,"CRS/SR/575/2026",TRUE,"2028-10-29","Commissioned","BDMS-NI-2026-SR-07822","Transferred to BDMS",0,0,0,,,"Dinesh Prasad (DSTE/Salem)","L&T","WP/SR/2023-24/71",27.02,91.65
"PB-KRCL-07823","Complete Track Circuit Renewal with MSDAC High-Frequency Axle Counters","Track Detection","Malda Town","Madgaon","KRCL","Konkan Railway","LAW Sanction Item 2023-24","2023-24",17.72,84,77,24,8,TRUE,"CRS/KRCL/222/2026",TRUE,"2028-10-02","Sanctioned (Awaiting NI)","BDMS-NI-2026-KRCL-07823","Transferred to BDMS",0,0,0,,,"Ashok Rao (DSTE/Madgaon)","Medha Servo","WP/KRCL/2023-24/120",19.6,70.9
"PB-SWR-07824","Optical Fibre Cable (OFC) Network Expansion for Data Communication","OFC Telecom","Chennai Central","Mysuru","SWR","South Western Railway","LAW Sanction Item 2023-24","2023-24",14.54,27,36,12,9,FALSE,"CRS/SWR/273/2026",FALSE,"2028-10-18","NI In Progress","BDMS-NI-2026-SWR-07824","Transferred to BDMS",38,13,2,"2026-08-22","2026-09-09","Ramesh Tiwari (DSTE/Mysuru)","L&T","WP/SWR/2023-24/191",25.18,91.81
"PB-WR-07825","Provision of Automatic Block Signalling (ABS) on Double Line Section","ABS Commissioning","Jabalpur Jn","Vadodara","WR","Western Railway","Pink Book Item 2024-25","2024-25",21.53,31,26,48,15,FALSE,"CRS/WR/242/2026",FALSE,"2027-04-14","Commissioned","BDMS-NI-2026-WR-07825","Transferred to BDMS",0,0,0,,,"Ravi Shankar (DSTE/Vadodara)","RITES","WP/WR/2024-25/167",31.55,72.16
"PB-WR-07826","Yard Remodeling & Provision of Additional Loop Lines with High-Speed Turnouts","Yard Remodeling","Raipur Jn","Ratlam","WR","Western Railway","Pink Book Item 2022-23","2022-23",28.46,66,68,72,12,TRUE,"CRS/WR/876/2026",TRUE,"2027-09-20","Pre-NI Staging","BDMS-NI-2026-WR-07826","Transferred to BDMS",0,0,0,,,"Baldev Arora (DSTE/Ratlam)","L&T","WP/WR/2022-23/24",28.77,80.55
"PB-ECoR-07827","Replacement of Route Relay Interlocking (RRI) with Electronic Interlocking (EI)","EI Commissioning","Nanded","Khurda Road","ECoR","East Coast Railway","Pink Book Item 2022-23","2022-23",31.29,1,0,48,29,FALSE,"CRS/ECoR/318/2026",FALSE,"2028-03-27","NI In Progress","BDMS-NI-2026-ECoR-07827","Transferred to BDMS",5,12,0,"2026-08-21","2026-09-12","Raghav Pandey (DSTE/Khurda Road)","Thales India","WP/ECoR/2022-23/123",14.1,94.26
"PB-SWR-07828","Provision of Automatic Block Signalling (ABS) on Double Line Section","ABS Commissioning","Chennai Central","Bengaluru","SWR","South Western Railway","Pink Book Item 2022-23","2022-23",36.64,75,79,48,22,TRUE,"CRS/SWR/218/2026",TRUE,"2027-12-10","Commissioned","BDMS-NI-2026-SWR-07828","Transferred to BDMS",0,0,0,,,"Ravi Shankar (DSTE/Bengaluru)","IRCON","WP/SWR/2022-23/184",27.5,70.63
"PB-ECR-07829","Installation of KAVACH (Indigenous ATP) System on Mainline Section","Safety / Kavach","Nagpur Jn","Samastipur","ECR","East Central Railway","Pink Book Item 2024-25","2024-25",112.56,6,9,36,12,FALSE,"CRS/ECR/868/2026",FALSE,"2026-12-14","NI In Progress","BDMS-NI-2026-ECR-07829","Transferred to BDMS",43,12,3,"2026-09-03","2026-09-06","Umesh Tripathi (DSTE/Samastipur)","RVNL","WP/ECR/2024-25/28",32.85,79.12
"PB-NR-07830","Complete Track Circuit Renewal with MSDAC High-Frequency Axle Counters","Track Detection","Madurai Jn","Firozpur","NR","Northern Railway","LAW Sanction Item 2022-23","2022-23",25.31,66,65,24,8,TRUE,"CRS/NR/783/2026",TRUE,"2028-11-28","Sanctioned (Awaiting NI)",,"Pending Transfer",0,0,0,,,"Sunil Das (DSTE/Firozpur)","Thales India","WP/NR/2022-23/108",28.39,80.29
"PB-ECR-07831","Replacement of Mechanical/Electrical Signalling with Panel Interlocking","Panel IL Commissioning","Salem Jn","Samastipur","ECR","East Central Railway","Pink Book Item 2022-23","2022-23",32.17,98,96,60,23,TRUE,"CRS/ECR/260/2026",TRUE,"2028-12-18","Pre-NI Staging","BDMS-NI-2026-ECR-07831","Transferred to BDMS",0,0,0,,,"Sudhir Saxena (DSTE/Samastipur)","HBL","WP/ECR/2022-23/69",26.3,71.09
"PB-NCR-07832","Yard Remodeling & Provision of Additional Loop Lines with High-Speed Turnouts","Yard Remodeling","Nanded","Jhansi","NCR","North Central Railway","Pink Book Item 2024-25","2024-25",29.92,77,66,72,9,TRUE,"CRS/NCR/928/2026",TRUE,"2028-06-02","Sanctioned (Awaiting NI)",,"Pending Transfer",0,0,0,,,"Baldev Arora (DSTE/Jhansi)","Thales India","WP/NCR/2024-25/52",32.96,95.38
"PB-WR-07833","Optical Fibre Cable (OFC) Network Expansion for Data Communication","OFC Telecom","Thiruvananthapuram","Mumbai Central","WR","Western Railway","LAW Sanction Item 2024-25","2024-25",8.44,33,37,12,7,FALSE,"CRS/WR/263/2026",FALSE,"2028-09-11","Delayed / Revised",,"Pending Transfer",0,0,0,,,"Anand Mehta (DSTE/Mumbai Central)","IRCON","WP/WR/2024-25/178",32.74,79.21
"PB-SECR-07834","Optical Fibre Cable (OFC) Network Expansion for Data Communication","OFC Telecom","Jammu Tawi","Raipur","SECR","South East Central Railway","LAW Sanction Item 2025-26","2025-26",11.36,10,7,12,29,FALSE,"CRS/SECR/800/2026",FALSE,"2028-08-16","Sanctioned (Awaiting NI)",,"Pending Transfer",0,0,0,,,"Pradeep Singh (DSTE/Raipur)","Thales India","WP/SECR/2025-26/33",24.92,80.32
"PB-KRCL-07835","Optical Fibre Cable (OFC) Network Expansion for Data Communication","OFC Telecom","Ramagundam","Madgaon","KRCL","Konkan Railway","LAW Sanction Item 2022-23","2022-23",15.03,98,99,12,21,TRUE,"CRS/KRCL/716/2026",TRUE,"2028-11-18","Commissioned","BDMS-NI-2026-KRCL-07835","Transferred to BDMS",0,0,0,,,"Rajan Pillai (DSTE/Madgaon)","Siemens Rail","WP/KRCL/2022-23/88",29.78,77.21
"PB-NCR-07836","Optical Fibre Cable (OFC) Network Expansion for Data Communication","OFC Telecom","Bhusaval Jn","Agra","NCR","North Central Railway","LAW Sanction Item 2025-26","2025-26",15.95,81,80,12,23,TRUE,"CRS/NCR/976/2026",TRUE,"2028-01-07","Delayed / Revised","BDMS-NI-2026-NCR-07836","Transferred to BDMS",0,0,0,,,"Vikram Patel (DSTE/Agra)","IRCON","WP/NCR/2025-26/67",14.77,83.4
"PB-WR-07837","Replacement of Mechanical/Electrical Signalling with Panel Interlocking","Panel IL Commissioning","Varanasi Jn","Vadodara","WR","Western Railway","Pink Book Item 2024-25","2024-25",20.77,29,16,60,10,FALSE,"CRS/WR/893/2026",FALSE,"2027-12-08","Pre-NI Staging","BDMS-NI-2026-WR-07837","Transferred to BDMS",0,0,0,,,"Dinesh Prasad (DSTE/Vadodara)","Medha Servo","WP/WR/2024-25/106",26.59,76.34
"PB-SCR-07838","Optical Fibre Cable (OFC) Network Expansion for Data Communication","OFC Telecom","Jammu Tawi","Nanded","SCR","South Central Railway","LAW Sanction Item 2024-25","2024-25",15.42,15,2,12,25,FALSE,"CRS/SCR/484/2026",FALSE,"2028-10-20","Commissioned","BDMS-NI-2026-SCR-07838","Transferred to BDMS",0,0,0,,,"Brij Kishore (DSTE/Nanded)","RVNL","WP/SCR/2024-25/164",14.35,74.46
"PB-NWR-07839","Installation of KAVACH (Indigenous ATP) System on Mainline Section","Safety / Kavach","Secunderabad Jn","Jodhpur","NWR","North Western Railway","Pink Book Item 2023-24","2023-24",104.84,97,99,36,27,TRUE,"CRS/NWR/997/2026",TRUE,"2028-09-14","Commissioned","BDMS-NI-2026-NWR-07839","Transferred to BDMS",0,0,0,,,"Dinesh Prasad (DSTE/Jodhpur)","Thales India","WP/NWR/2023-24/76",32.04,78.34
"PB-NR-07840","Yard Remodeling & Provision of Additional Loop Lines with High-Speed Turnouts","Yard Remodeling","Kanpur Central","Firozpur","NR","Northern Railway","Pink Book Item 2024-25","2024-25",17.32,8,0,72,5,FALSE,"CRS/NR/145/2026",FALSE,"2026-09-30","Pre-NI Staging",,"Pending Transfer",0,0,0,,,"Manoj Verma (DSTE/Firozpur)","Siemens Rail","WP/NR/2024-25/37",11.24,84.85
"PB-NCR-07841","Provision of Automatic Block Signalling (ABS) on Double Line Section","ABS Commissioning","Pune Jn","Prayagraj","NCR","North Central Railway","Pink Book Item 2024-25","2024-25",39.35,26,17,48,18,FALSE,"CRS/NCR/716/2026",FALSE,"2028-06-04","Sanctioned (Awaiting NI)",,"Pending Transfer",0,0,0,,,"Mohit Pandey (DSTE/Prayagraj)","Medha Servo","WP/NCR/2024-25/48",26.19,88.21
"PB-WCR-07842","Installation of KAVACH (Indigenous ATP) System on Mainline Section","Safety / Kavach","Malda Town","Kota","WCR","West Central Railway","Pink Book Item 2024-25","2024-25",53.23,92,78,36,11,TRUE,"CRS/WCR/317/2026",TRUE,"2028-05-16","Sanctioned (Awaiting NI)","BDMS-NI-2026-WCR-07842","Transferred to BDMS",0,0,0,,,"Nitin Agarwal (DSTE/Kota)","L&T","WP/WCR/2024-25/24",10.99,74.51
"PB-CR-07843","Installation of KAVACH (Indigenous ATP) System on Mainline Section","Safety / Kavach","Nanded","Pune","CR","Central Railway","Pink Book Item 2025-26","2025-26",103.98,46,44,36,8,FALSE,"CRS/CR/319/2026",TRUE,"2027-01-06","Delayed / Revised","BDMS-NI-2026-CR-07843","Transferred to BDMS",0,0,0,,,"Bharat Bhushan (DSTE/Pune)","Siemens Rail","WP/CR/2025-26/16",19.79,85.56
"PB-WCR-07844","Replacement of Route Relay Interlocking (RRI) with Electronic Interlocking (EI)","EI Commissioning","Secunderabad Jn","Jabalpur","WCR","West Central Railway","Pink Book Item 2025-26","2025-26",61.25,80,73,48,10,TRUE,"CRS/WCR/364/2026",TRUE,"2027-12-13","Sanctioned (Awaiting NI)","BDMS-NI-2026-WCR-07844","Transferred to BDMS",0,0,0,,,"Santosh Nair (DSTE/Jabalpur)","HBL","WP/WCR/2025-26/63",13.08,92.03
"PB-SWR-07845","Replacement of Mechanical/Electrical Signalling with Panel Interlocking","Panel IL Commissioning","Mumbai CST","Hubballi","SWR","South Western Railway","Pink Book Item 2022-23","2022-23",29.08,37,47,60,15,FALSE,"CRS/SWR/470/2026",FALSE,"2027-03-20","Pre-NI Staging","BDMS-NI-2026-SWR-07845","Transferred to BDMS",0,0,0,,,"Harish Menon (DSTE/Hubballi)","Thales India","WP/SWR/2022-23/117",13.2,73.26
"PB-NFR-07846","Yard Remodeling & Provision of Additional Loop Lines with High-Speed Turnouts","Yard Remodeling","Ajmer Jn","Katihar","NFR","Northeast Frontier Railway","Pink Book Item 2025-26","2025-26",27.84,47,55,72,22,FALSE,"CRS/NFR/724/2026",TRUE,"2027-07-27","Commissioned","BDMS-NI-2026-NFR-07846","Transferred to BDMS",0,0,0,,,"Pravin Patil (DSTE/Katihar)","Medha Servo","WP/NFR/2025-26/30",13.41,81.92
"PB-NWR-07847","Provision of Automatic Block Signalling (ABS) on Double Line Section","ABS Commissioning","Madurai Jn","Ajmer","NWR","North Western Railway","Pink Book Item 2022-23","2022-23",20.72,50,37,48,19,FALSE,"CRS/NWR/390/2026",TRUE,"2026-11-16","NI In Progress","BDMS-NI-2026-NWR-07847","Transferred to BDMS",21,11,8,"2026-08-26","2026-09-08","Pradeep Singh (DSTE/Ajmer)","Thales India","WP/NWR/2022-23/186",22.48,82.31
"PB-SR-07848","Replacement of Route Relay Interlocking (RRI) with Electronic Interlocking (EI)","EI Commissioning","Solapur Jn","Palghat","SR","Southern Railway","Pink Book Item 2023-24","2023-24",62.16,79,85,48,10,TRUE,"CRS/SR/433/2026",TRUE,"2027-05-19","Sanctioned (Awaiting NI)","BDMS-NI-2026-SR-07848","Transferred to BDMS",0,0,0,,,"Deepak Chauhan (DSTE/Palghat)","Thales India","WP/SR/2023-24/143",12.19,91.13
