"failure_id","failure_timestamp","failure_date","failure_hour","failure_month","station_code","division","zone_code","zone_name","failed_gear_type","failed_gear_type_name","gear_number","asset_id","severity","nature_of_fault","root_cause_category","environmental_factor","detection_method","detection_delay_minutes","detention_minutes","trains_affected","restoration_timestamp","restoration_duration_minutes","restoration_duration_formatted","restoration_action","attending_supervisor","reported_by","status","bdms_emergency_token","transfer_status","requested_block_minutes","traffic_impact","asset_age_years","asset_codal_expired","asset_make","is_monsoon_related","latitude","longitude","sensor_voltage_V","sensor_current_A","sensor_vibration_mm_s","sensor_temperature_C","sensor_humidity_pct","sensor_insulation_resistance_MOhm"
"SFR-008575","2026-01-22 02:06:00","2026-01-22",7,"Jan","Kanpur Central","Bhavnagar","WR","Western Railway","PF","Point Failure","GR-75653","PNT-001702","Critical","Motor brush wear beyond acceptable limits","Mechanical","Fog","Station Master Report",119,18,2,"2026-01-22 02:21:00",15,"0h 15m","Software reset and firmware update applied","Raghav Pandey (JE/Sig)","Control Room","Restored",,"Pending Emergency Dispatch",45,"18m detention · 1 trains affected",15,TRUE,"Hitachi",FALSE,19.18,84.64,112.01,2.41,5.06,39.13,46.72,155.85
"SFR-008576","2026-06-09 01:31:00","2026-06-09",7,"Jun","Howrah Jn","Prayagraj","NCR","North Central Railway","SF","Signal Failure","GR-90710","CLS-001052","Medium","Colour light transformer secondary winding open","Other","Cyclone","SSE/JE Patrol",6,26,3,"2026-06-09 02:24:00",53,"0h 53m","Cleaned and lubricated point machine mechanism","Govind Ram (JE/Sig)","JE/Sig","Restored",,"Pending Emergency Dispatch",60,"26m detention · 2 trains affected",4,FALSE,"GE Transportation",TRUE,11.87,84.13,24.09,0.83,0.45,43.08,67.89,202.6
"SFR-008577","2025-12-18 12:02:00","2025-12-18",17,"Dec","Howrah Jn","Prayagraj","NCR","North Central Railway","SF","Signal Failure","GR-90710","CLS-001052","High","Repeater relay contact welding giving false proceed","Other","Normal","SSE/JE Patrol",55,7,4,"2025-12-18 13:04:00",62,"1h 2m","Replaced detection rod and adjusted stroke","Suresh Yadav (JE/Sig)","CMS Alert","Restored","BDMS-EMG-2026-NCR-08577","Emergency Block Granted in BDMS",90,"7m detention · 1 trains affected",4,FALSE,"GE Transportation",FALSE,11.87,84.13,24,0.72,1.71,26.39,33.45,200.33
"SFR-008578","2026-07-06 00:49:00","2026-07-06",6,"Jul","Hubli Jn","Mysuru","SWR","South Western Railway","PF","Point Failure","GR-51876","PNT-000840","Low","Slide chair lubrication failure leading to stiff operation","Mechanical","Heavy Rain","Station Master Report",24,41,9,"2026-07-06 01:25:00",36,"0h 36m","Bypassed faulty section temporarily per safety protocol","Ishwar Dayal (JE/Sig)","Control Room","Restored","BDMS-EMG-2026-SWR-08578","Emergency Block Granted in BDMS",45,"41m detention · 4 trains affected",4,FALSE,"Kyosan",TRUE,12.67,71.86,106.61,2.41,4.33,43.57,78.8,147.73
"SFR-008579","2026-02-02 08:57:00","2026-02-02",14,"Feb","Salem Jn","Adra","SER","South Eastern Railway","RF","Relay Failure","GR-00745","RLY-001160","Medium","Relay exceeding codal life (20 years) with degraded performance","Aging/Degradation","Normal","IoT Sensor Alert",12,23,4,"2026-02-02 11:22:00",145,"2h 25m","Replaced corroded relay contacts and tested pickup/drop values","Pradeep Singh (SSE/Sig)","SSE/Sig","Restored",,"Pending Emergency Dispatch",30,"23m detention · 2 trains affected",14,FALSE,"Bombardier",FALSE,28.74,96.16,23.36,0.28,0.32,33.3,32.32,493.49
"SFR-008580","2025-10-17 03:33:00","2025-10-17",9,"Oct","Ajmer Jn","Alipurduar","NFR","Northeast Frontier Railway","PSF","Power Supply Failure","GR-28693","PWR-000133","High","IPS (Integrated Power Supply) output voltage fluctuation beyond ±10%","Electrical","Normal","Station Master Report",2,13,5,"2025-10-17 03:53:00",20,"0h 20m","Earthing resistance improved to below 1 ohm","Vikram Patel (SSE/Sig)","SM/Station Master","Restored","BDMS-EMG-2026-NFR-08580","Emergency Block Granted in BDMS",60,"13m detention · 1 trains affected",8,FALSE,"Hitachi",FALSE,25.53,76.39,231.33,14.65,1,43.5,61.44,63.42
"SFR-008581","2026-03-21 20:48:00","2026-03-21",2,"Mar","Bilaspur Jn","Guntakal","SCR","South Central Railway","PF","Point Failure","GR-96261","PNT-000537","Low","Ballast accumulation preventing full stroke movement","Contamination","Normal","CMS Auto Alert",9,186,25,"2026-03-21 21:29:00",41,"0h 41m","Re-terminated cable at location box and tested","Girish Kale (JE/Sig)","SSE/Sig","Restored",,"Pending Emergency Dispatch",90,"186m detention · 18 trains affected",2,FALSE,"Medha",FALSE,25.97,69.76,116.96,2.42,3.12,43.52,51.83,148.75
"SFR-008582","2026-03-04 13:43:00","2026-03-04",19,"Mar","Howrah Jn","Lumding","NFR","Northeast Frontier Railway","PF","Point Failure","GR-57801","PNT-001506","Medium","Internal gear mechanism jam due to foreign body","Other","Normal","Station Master Report",1,24,7,"2026-03-04 14:05:00",22,"0h 22m","Bypassed faulty section temporarily per safety protocol","Anil Gupta (JE/Sig)","Tech/Sig","Restored","BDMS-EMG-2026-NFR-08582","Emergency Block Granted in BDMS",90,"24m detention · 2 trains affected",30,TRUE,"Alstom",FALSE,33.01,74.88,116.05,2.27,5.42,44.32,47.57,149.9
"SFR-008583","2026-02-05 06:57:00","2026-02-05",12,"Feb","Howrah Jn","Varanasi","NER","North Eastern Railway","CF","Cable Fault","GR-98826","CBL-000693","Low","Cable joint failure at location box termination","Other","Normal","CMS Auto Alert",15,46,9,"2026-02-05 08:28:00",91,"1h 31m","Repaired cable joint and verified insulation resistance","Brij Kishore (SSE/Sig)","Control Room","Restored","BDMS-EMG-2026-NER-08583","Emergency Block Granted in BDMS",90,"46m detention · 4 trains affected",10,FALSE,"Thales",FALSE,26.56,79.15,,,,27.71,51.12,98.72
"SFR-008584","2026-07-09 21:28:00","2026-07-09",2,"Jul","Ranchi Jn","Alipurduar","NFR","Northeast Frontier Railway","PF","Point Failure","GR-79593","PNT-001331","Low","Mechanical wear on detection notches causing misalignment","Mechanical","Flooding","Driver Report",8,2,0,"2026-07-09 21:55:00",27,"0h 27m","Re-terminated cable at location box and tested","Girish Kale (JE/Sig)","SM/Station Master","Restored","BDMS-EMG-2026-NFR-08584","Emergency Block Granted in BDMS",30,"2m detention · 1 trains affected",31,TRUE,"BHEL",TRUE,20.65,91.45,112.66,2.59,4.76,41.5,83.3,145.67
"SFR-008585","2026-02-10 17:21:00","2026-02-10",22,"Feb","Bhusaval Jn","Izzatnagar","NER","North Eastern Railway","SF","Signal Failure","GR-42365","CLS-000863","High","Back-light check relay malfunction","Other","Normal","Station Master Report",21,7,5,"2026-02-10 17:36:00",15,"0h 15m","Re-terminated cable at location box and tested","Dinesh Prasad (JE/Sig)","SSE/Sig","Restored","BDMS-EMG-2026-NER-08585","Emergency Block Granted in BDMS",45,"7m detention · 1 trains affected",19,FALSE,"Medha",FALSE,18.35,85.87,23.4,0.86,0,35.29,42.92,204.51
"SFR-008586","2026-05-28 04:54:00","2026-05-28",10,"May","Firozpur Jn","Sambalpur","ECoR","East Coast Railway","PF","Point Failure","GR-44892","PNT-001462","High","Mechanical wear on detection notches causing misalignment","Mechanical","Extreme Heat","Station Master Report",61,9,3,"2026-05-28 05:42:00",48,"0h 48m","Earthing resistance improved to below 1 ohm","Baldev Arora (JE/Sig)","JE/Sig","Under Investigation",,"Pending Emergency Dispatch",30,"9m detention · 1 trains affected",31,TRUE,"Kyosan",FALSE,30.64,85.77,112.13,2.33,2.65,53.16,56.96,145.67
"SFR-008587","2026-05-21 13:34:00","2026-05-21",19,"May","Hubli Jn","Delhi","NR","Northern Railway","CF","Cable Fault","GR-95696","CBL-000431","Medium","Rodent damage to cable sheath and insulation","External/Vandalism","Extreme Heat","CMS Auto Alert",23,8,3,"2026-05-21 14:10:00",36,"0h 36m","Replaced track circuit tuning unit and calibrated","Santosh Nair (JE/Sig)","SM/Station Master","Restored","BDMS-EMG-2026-NR-08587","Emergency Block Granted in BDMS",90,"8m detention · 1 trains affected",17,FALSE,"Alstom",FALSE,19.16,70.96,,,,39.82,67.57,96.09
"SFR-008588","2026-09-10 16:50:00","2026-09-10",22,"Sept","Vadodara Jn","Ahmedabad","WR","Western Railway","TCF","Track Circuit Failure","GR-23037","TC-001343","High","Bond wire high resistance due to corroded weld","Other","Heavy Rain","Station Master Report",125,17,5,"2026-09-10 18:12:00",82,"1h 22m","Re-terminated cable at location box and tested","Manoj Verma (SSE/Sig)","CMS Alert","Restored","BDMS-EMG-2026-WR-08588","Emergency Block Granted in BDMS",45,"17m detention · 1 trains affected",13,FALSE,"Hitachi",TRUE,24.36,82.48,12.23,0.15,0.16,34.75,82.78,39.82
"SFR-008589","2026-03-15 23:44:00","2026-03-15",5,"Mar","Jaipur Jn","Kharagpur","SER","South Eastern Railway","SF","Signal Failure","GR-90176","CLS-000268","High","Repeater relay contact welding giving false proceed","Other","Normal","IoT Sensor Alert",98,28,5,"2026-03-16 00:06:00",22,"0h 22m","Earthing resistance improved to below 1 ohm","Ajay Thakur (JE/Sig)","JE/Sig","Restored","BDMS-EMG-2026-SER-08589","Emergency Block Granted in BDMS",45,"28m detention · 2 trains affected",31,TRUE,"GE Transportation",FALSE,28.29,70.4,23.05,0.79,0.13,33.78,45.4,200.73
"SFR-008590","2026-09-29 19:48:00","2026-09-29",1,"Sept","Jodhpur Jn","Hubballi","SWR","South Western Railway","PSF","Power Supply Failure","GR-83855","PWR-000113","High","Battery bank cell failure reducing backup capacity","Other","Heavy Rain","IoT Sensor Alert",27,82,12,"2026-09-30 08:46:00",778,"12h 58m","Replaced blown fuse and checked entire circuit","Mohit Pandey (JE/Sig)","Control Room","Restored","BDMS-EMG-2026-SWR-08590","Emergency Block Granted in BDMS",45,"82m detention · 8 trains affected",28,TRUE,"Thales",TRUE,15.4,80.96,227.19,15.18,1.06,45.44,71.47,59.88
"SFR-008591","2025-09-30 04:30:00","2025-09-30",10,"Sept","Warangal","Jabalpur","WCR","West Central Railway","ACF","Axle Counter Failure","GR-88877","AXC-000018","Medium","Power supply glitch causing spurious count increment","Other","Heavy Rain","Station Master Report",12,26,5,"2025-09-30 04:48:00",18,"0h 18m","Restored from UPS backup and checked battery health","Naveen Kulkarni (JE/Sig)","Tech/Sig","Restored","BDMS-EMG-2026-WCR-08591","Emergency Block Granted in BDMS",30,"26m detention · 2 trains affected",5,FALSE,"Kyosan",TRUE,15.47,75.58,23.06,1.31,1.37,37.22,78.52,98.6
"SFR-008592","2026-05-22 05:42:00","2026-05-22",11,"May","Moradabad Jn","Tinsukia","NFR","Northeast Frontier Railway","PSF","Power Supply Failure","GR-73994","PWR-001039","Medium","Lightning surge damage to power distribution panel","External/Vandalism","Normal","Control Room Observation",38,18,3,"2026-05-22 07:08:00",86,"1h 26m","Software reset and firmware update applied","Deepak Chauhan (SSE/Sig)","Control Room","Restored",,"Pending Emergency Dispatch",45,"18m detention · 1 trains affected",6,FALSE,"Thales",FALSE,23.67,95.06,229.99,14.83,0.16,56.71,58.1,52.19
"SFR-008593","2026-08-08 18:27:00","2026-08-08",23,"Aug","Ambala Cantt","Rangiya","NFR","Northeast Frontier Railway","CF","Cable Fault","GR-96024","CBL-000497","Medium","Underground cable cut during track maintenance/P-Way work","Other","Storm/Lightning","CMS Auto Alert",16,22,6,"2026-08-08 22:04:00",217,"3h 37m","Earthing resistance improved to below 1 ohm","Ashok Rao (SSE/Sig)","SSE/Sig","Restored",,"Pending Emergency Dispatch",60,"22m detention · 2 trains affected",9,FALSE,"BHEL",TRUE,17.76,94.51,,,,29.65,88.33,94.23
"SFR-008594","2026-04-06 08:16:00","2026-04-06",13,"Apr","Thiruvananthapuram","Sealdah","ER","Eastern Railway","SF","Signal Failure","GR-51645","CLS-001757","Medium","Colour light transformer secondary winding open","Other","Normal","Station Master Report",61,16,6,"2026-04-06 09:10:00",54,"0h 54m","Emergency cable jointing done with cold shrink kit","Yogesh Soni (SSE/Sig)","Tech/Sig","Restored","BDMS-EMG-2026-ER-08594","Emergency Block Granted in BDMS",90,"16m detention · 1 trains affected",11,FALSE,"Siemens",FALSE,33.09,80.35,24.31,0.71,1.66,41.45,44.19,193.14
"SFR-008595","2025-11-07 23:41:00","2025-11-07",5,"Nov","Balharshah Jn","Mysuru","SWR","South Western Railway","SF","Signal Failure","GR-32054","CLS-001670","Low","Signal post tilt beyond 3 degrees due to soil erosion","Other","Fog","Station Master Report",14,6,5,"2025-11-08 01:26:00",105,"1h 45m","Replaced damaged LED unit and checked aspect clarity","Umesh Tripathi (SSE/Sig)","SSE/Sig","Restored","BDMS-EMG-2026-SWR-08595","Emergency Block Granted in BDMS",30,"6m detention · 1 trains affected",25,FALSE,"Hitachi",FALSE,27.83,83.79,24.17,0.73,0.13,28.65,44.19,201.83
"SFR-008596","2026-06-13 23:00:00","2026-06-13",4,"Jun","Manmad Jn","Ahmedabad","WR","Western Railway","PSF","Power Supply Failure","GR-74317","PWR-001576","High","Cable route damaged by weather causing cascading shutdown","External/Vandalism","Normal","Control Room Observation",26,4,4,"2026-06-14 00:14:00",74,"1h 14m","Emergency cable jointing done with cold shrink kit","Raghav Pandey (JE/Sig)","SSE/Sig","Restored","BDMS-EMG-2026-WR-08596","Emergency Block Granted in BDMS",30,"4m detention · 1 trains affected",26,TRUE,"Kyosan",TRUE,25.34,77.13,236.26,15.05,1.41,54.11,68.39,43.16
"SFR-008597","2026-08-08 20:19:00","2026-08-08",1,"Aug","Itarsi Jn","Asansol","ER","Eastern Railway","TCF","Track Circuit Failure","GR-53897","TC-001845","Low","Tuning unit capacitor failure changing resonant frequency","Other","Heavy Rain","IoT Sensor Alert",37,43,7,"2026-08-08 22:19:00",120,"2h 0m","Replaced corroded relay contacts and tested pickup/drop values","Mohit Pandey (JE/Sig)","SM/Station Master","Restored","BDMS-EMG-2026-ER-08597","Emergency Block Granted in BDMS",30,"43m detention · 4 trains affected",6,FALSE,"GE Transportation",TRUE,22.02,80.05,11.43,0.14,1.8,35.47,83.78,48.78
"SFR-008598","2025-11-07 07:01:00","2025-11-07",12,"Nov","Allahabad Jn","Bikaner","NWR","North Western Railway","EIF","Electronic Interlocking Failure","GR-73828","EI-001910","Critical","Software bug in route-setting logic causing lockout","Software/Communication","Normal","CMS Auto Alert",78,7,5,"2025-11-07 07:35:00",34,"0h 34m","Realigned signal post and checked optical alignment","Tapan Roy (SSE/Sig)","Tech/Sig","Restored","BDMS-EMG-2026-NWR-08598","Emergency Block Granted in BDMS",45,"7m detention · 1 trains affected",6,FALSE,"Medha",FALSE,15.44,89.81,24.22,5,0.19,26.61,33.93,996.5
"SFR-008599","2026-04-13 17:39:00","2026-04-13",23,"Apr","Allahabad Jn","Mysuru","SWR","South Western Railway","LF","LED Failure","GR-65609","LED-000813","High","LED power supply connector loose contact","Other","Extreme Heat","CMS Auto Alert",47,12,4,"2026-04-13 19:08:00",89,"1h 29m","Repaired cable joint and verified insulation resistance","Ishwar Dayal (SSE/Sig)","SSE/Sig","Under Investigation","BDMS-EMG-2026-SWR-08599","Emergency Block Granted in BDMS",30,"12m detention · 1 trains affected",26,TRUE,"BHEL",FALSE,25.9,68.61,25.15,0.42,0.8,45.78,42.33,302.47
"SFR-008600","2026-09-05 05:53:00","2026-09-05",11,"Sept","Bhusaval Jn","Rajkot","WR","Western Railway","PF","Point Failure","GR-91624","PNT-001374","Low","Mechanical wear on detection notches causing misalignment","Mechanical","Heavy Rain","CMS Auto Alert",14,25,6,"2026-09-05 06:11:00",18,"0h 18m","Replaced corroded relay contacts and tested pickup/drop values","Vikram Patel (SSE/Sig)","Control Room","Restored","BDMS-EMG-2026-WR-08600","Emergency Block Granted in BDMS",90,"25m detention · 2 trains affected",15,TRUE,"Bombardier",TRUE,32.17,87.41,113.2,2.46,2.75,38.19,69.31,151.8
"SFR-008601","2026-04-02 21:19:00","2026-04-02",2,"Apr","Firozpur Jn","Kota","WCR","West Central Railway","PF","Point Failure","GR-67517","PNT-001919","Medium","Mechanical wear on detection notches causing misalignment","Mechanical","Storm/Lightning","Control Room Observation",10,65,8,"2026-04-03 01:17:00",238,"3h 58m","Earthing resistance improved to below 1 ohm","Hemant Bansal (JE/Sig)","Tech/Sig","Restored",,"Pending Emergency Dispatch",45,"65m detention · 6 trains affected",22,TRUE,"Alstom",FALSE,11.38,77.27,107.22,2.31,3.05,46.21,46.22,151.43
"SFR-008602","2025-09-03 23:55:00","2025-09-03",5,"Sept","Ahmedabad Jn","Malda","ER","Eastern Railway","PSF","Power Supply Failure","GR-18832","PWR-000962","Medium","UPS inverter failure triggering emergency switchover","Other","Storm/Lightning","Station Master Report",5,6,3,"2025-09-04 00:46:00",51,"0h 51m","Applied waterproofing sealant to cable joints","Raghav Pandey (SSE/Sig)","Tech/Sig","Restored",,"Pending Emergency Dispatch",45,"6m detention · 1 trains affected",7,FALSE,"Hitachi",TRUE,20.3,76.99,226.27,15.09,0.85,47.08,69.29,44.39
"SFR-008603","2026-01-14 09:55:00","2026-01-14",15,"Jan","Guntakal Jn","Prayagraj","NCR","North Central Railway","PF","Point Failure","GR-55749","PNT-001451","Medium","Ballast accumulation preventing full stroke movement","Contamination","Normal","CMS Auto Alert",9,7,2,"2026-01-14 10:16:00",21,"0h 21m","Applied waterproofing sealant to cable joints","Vinod Reddy (SSE/Sig)","Control Room","Restored","BDMS-EMG-2026-NCR-08603","Emergency Block Granted in BDMS",60,"7m detention · 1 trains affected",26,TRUE,"Alstom",FALSE,23.88,91.05,108.96,2.37,5.18,37.86,48.9,158.14
"SFR-008604","2026-09-19 16:31:00","2026-09-19",22,"Sept","Ranchi Jn","Raipur","SECR","South East Central Railway","PF","Point Failure","GR-53861","PNT-001798","Critical","Thermal expansion causing rail creep and point misalignment","Thermal","Heavy Rain","Station Master Report",20,35,5,"2026-09-19 18:09:00",98,"1h 38m","Cleaned and lubricated point machine mechanism","Yogesh Soni (JE/Sig)","Tech/Sig","Restored","BDMS-EMG-2026-SECR-08604","Emergency Block Granted in BDMS",45,"35m detention · 3 trains affected",15,FALSE,"Kyosan",TRUE,16.54,80.54,110.23,2.6,2.91,40.34,72.27,148.62
"SFR-008605","2026-09-26 20:42:00","2026-09-26",2,"Sept","Thiruvananthapuram","Chennai","SR","Southern Railway","TCF","Track Circuit Failure","GR-57084","TC-001388","Medium","Cable insulation breakdown due to moisture ingress","Environmental","Storm/Lightning","IoT Sensor Alert",12,12,4,"2026-09-26 21:15:00",33,"0h 33m","OFC splicing done and OTDR tested for loss","Pankaj Dubey (JE/Sig)","SSE/Sig","Restored","BDMS-EMG-2026-SR-08605","Emergency Block Granted in BDMS",45,"12m detention · 1 trains affected",6,FALSE,"Kyosan",TRUE,28.38,73.31,11.87,0.14,1.47,34.99,83.65,59.47
"SFR-008606","2025-09-23 14:45:00","2025-09-23",20,"Sept","Kanpur Central","Sealdah","ER","Eastern Railway","CF","Cable Fault","GR-21235","CBL-000101","High","Optical fibre micro-bend loss exceeding 3 dB threshold","Other","Storm/Lightning","Driver Report",13,19,4,"2025-09-23 18:19:00",214,"3h 34m","Reset axle counter system and verified count accuracy","Om Prakash (JE/Sig)","Tech/Sig","Restored","BDMS-EMG-2026-ER-08606","Emergency Block Granted in BDMS",30,"19m detention · 1 trains affected",10,FALSE,"BHEL",TRUE,10.5,86.47,,,,34.82,85.44,91.99
"SFR-008607","2025-09-19 06:39:00","2025-09-19",12,"Sept","Hubli Jn","Delhi","NR","Northern Railway","CF","Cable Fault","GR-95696","CBL-000431","Medium","Rodent damage to cable sheath and insulation","External/Vandalism","Normal","CMS Auto Alert",120,6,3,"2025-09-19 07:33:00",54,"0h 54m","Cleaned and lubricated point machine mechanism","Ramesh Tiwari (JE/Sig)","Control Room","Restored",,"Pending Emergency Dispatch",30,"6m detention · 1 trains affected",17,FALSE,"Alstom",TRUE,19.16,70.96,,,,29.6,84.33,94.17
"SFR-008608","2026-05-03 05:08:00","2026-05-03",10,"May","Bhusaval Jn","Nagpur","CR","Central Railway","PF","Point Failure","GR-17623","PNT-000757","High","Internal gear mechanism jam due to foreign body","Other","Normal","CMS Auto Alert",9,4,0,"2026-05-03 05:34:00",26,"0h 26m","Replaced faulty component and tested","Chandan Singh (JE/Sig)","Tech/Sig","Restored","BDMS-EMG-2026-CR-08608","Emergency Block Granted in BDMS",45,"4m detention · 1 trains affected",31,TRUE,"Thales",FALSE,11.97,94.04,113.47,2.33,3.78,55,58.02,151.83
"SFR-008609","2025-09-07 23:11:00","2025-09-07",4,"Sept","Visakhapatnam","Howrah","ER","Eastern Railway","PF","Point Failure","GR-90919","PNT-001750","High","Motor brush wear beyond acceptable limits","Mechanical","Heavy Rain","Station Master Report",78,23,6,"2025-09-07 23:57:00",46,"0h 46m","Cleaned and lubricated point machine mechanism","Rajan Pillai (JE/Sig)","CMS Alert","Restored","BDMS-EMG-2026-ER-08609","Emergency Block Granted in BDMS",60,"23m detention · 2 trains affected",15,TRUE,"Thales",TRUE,24.42,79.93,106.78,2.57,3.42,40.62,68.59,121.91
"SFR-008610","2026-06-14 22:32:00","2026-06-14",4,"Jun","Pune Jn","Danapur","ECR","East Central Railway","LF","LED Failure","GR-19041","LED-001943","Medium","LED cluster partial failure reducing luminous intensity","Other","Heavy Rain","Station Master Report",7,13,2,"2026-06-15 00:27:00",115,"1h 55m","Realigned signal post and checked optical alignment","Umesh Tripathi (SSE/Sig)","SM/Station Master","Restored","BDMS-EMG-2026-ECR-08610","Emergency Block Granted in BDMS",60,"13m detention · 1 trains affected",17,TRUE,"Medha",TRUE,23.3,76.73,24.96,0.4,0.63,44.15,65.35,295.66
"SFR-008611","2026-09-26 13:28:00","2026-09-26",18,"Sept","Kota Jn","Lucknow","NER","North Eastern Railway","PF","Point Failure","GR-39155","PNT-000374","Medium","Mechanical wear on detection notches causing misalignment","Mechanical","Heavy Rain","SSE/JE Patrol",45,55,9,"2026-09-26 14:34:00",66,"1h 6m","OFC splicing done and OTDR tested for loss","Om Prakash (JE/Sig)","Control Room","Restored","BDMS-EMG-2026-NER-08611","Emergency Block Granted in BDMS",60,"55m detention · 5 trains affected",22,TRUE,"Kyosan",TRUE,18.18,87.19,110.6,2.75,3.54,40.74,78.94,153.74
"SFR-008612","2026-09-26 22:16:00","2026-09-26",3,"Sept","Bilaspur Jn","Bengaluru","SWR","South Western Railway","PF","Point Failure","GR-11151","PNT-000548","Low","Detection rod bent due to track maintenance disturbance","Other","Normal","CMS Auto Alert",31,2,3,"2026-09-26 23:30:00",74,"1h 14m","Replaced track circuit tuning unit and calibrated","Naveen Kulkarni (SSE/Sig)","JE/Sig","Restored","BDMS-EMG-2026-SWR-08612","Emergency Block Granted in BDMS",90,"2m detention · 1 trains affected",8,FALSE,"Alstom",TRUE,13.06,68.9,114.34,2.8,5,39.19,75.61,167.94
"SFR-008613","2026-07-24 01:28:00","2026-07-24",6,"Jul","Bhopal Jn","Bengaluru","SWR","South Western Railway","TCF","Track Circuit Failure","GR-65776","TC-001254","Low","Rail head contamination from rust preventing wheel shunt","Contamination","Flooding","Driver Report",4,14,4,"2026-07-24 01:51:00",23,"0h 23m","Realigned signal post and checked optical alignment","Krishna Murthy (SSE/Sig)","CMS Alert","Restored","BDMS-EMG-2026-SWR-08613","Emergency Block Granted in BDMS",90,"14m detention · 1 trains affected",13,FALSE,"Thales",TRUE,25.41,76.44,12.51,0.28,0,37.35,83.16,56.7
"SFR-008614","2025-09-22 09:39:00","2025-09-22",15,"Sept","Dhanbad Jn","Nanded","SCR","South Central Railway","SF","Signal Failure","GR-11077","CLS-001111","High","Phantom signal due to sun reflection (sun-phantom effect)","Other","Normal","IoT Sensor Alert",23,14,3,"2025-09-22 10:13:00",34,"0h 34m","Rewired terminal connections and megger tested","Jagdish Lal (SSE/Sig)","SSE/Sig","Restored","BDMS-EMG-2026-SCR-08614","Emergency Block Granted in BDMS",90,"14m detention · 1 trains affected",21,FALSE,"BHEL",TRUE,24.47,92.16,23.08,0.74,0.3,33.88,67.56,197.32
"SFR-008615","2026-08-09 20:24:00","2026-08-09",1,"Aug","Solapur Jn","Asansol","ER","Eastern Railway","TCF","Track Circuit Failure","GR-98169","TC-001469","High","Tuning unit capacitor failure changing resonant frequency","Other","Storm/Lightning","Station Master Report",252,10,5,"2026-08-09 22:30:00",126,"2h 6m","Cleaned and lubricated point machine mechanism","Rajan Pillai (SSE/Sig)","Control Room","Restored",,"Pending Emergency Dispatch",90,"10m detention · 1 trains affected",24,TRUE,"BHEL",TRUE,19.09,94.11,12.5,0.13,0.44,35.28,82.99,57.73
"SFR-008616","2026-01-23 12:52:00","2026-01-23",18,"Jan","Thiruvananthapuram","Chakradharpur","SER","South Eastern Railway","ACF","Axle Counter Failure","GR-75726","AXC-001983","High","Communication timeout between TEU and central evaluator","Software/Communication","Normal","SSE/JE Patrol",13,69,10,"2026-01-23 13:34:00",42,"0h 42m","Earthing resistance improved to below 1 ohm","Kishore Nath (SSE/Sig)","SSE/Sig","Under Investigation","BDMS-EMG-2026-SER-08616","Emergency Block Granted in BDMS",30,"69m detention · 6 trains affected",16,TRUE,"Alstom",FALSE,29.53,73.38,23.92,1.19,2.35,33.45,42.4,95.26
"SFR-008617","2026-09-10 14:06:00","2026-09-10",19,"Sept","Guntakal Jn","Vadodara","WR","Western Railway","TCF","Track Circuit Failure","GR-59641","TC-001637","Low","Bond wire high resistance due to corroded weld","Other","Normal","CMS Auto Alert",15,180,23,"2026-09-10 14:21:00",15,"0h 15m","Earthing resistance improved to below 1 ohm","Naveen Kulkarni (SSE/Sig)","JE/Sig","Restored",,"Pending Emergency Dispatch",90,"180m detention · 18 trains affected",9,FALSE,"BHEL",TRUE,23.96,79.43,11.52,0.08,0.35,34.31,82.72,50.4
"SFR-008618","2026-09-12 05:33:00","2026-09-12",11,"Sept","Nanded","Tinsukia","NFR","Northeast Frontier Railway","PF","Point Failure","GR-80853","PNT-000608","High","Motor brush wear beyond acceptable limits","Mechanical","Heavy Rain","CMS Auto Alert",2,11,6,"2026-09-12 05:52:00",19,"0h 19m","Re-terminated cable at location box and tested","Manoj Verma (SSE/Sig)","JE/Sig","Restored","BDMS-EMG-2026-NFR-08618","Emergency Block Granted in BDMS",45,"11m detention · 1 trains affected",18,TRUE,"Hitachi",TRUE,10.21,73.14,110.79,2.43,3.02,40.9,73.57,129.94
"SFR-008619","2026-07-16 13:34:00","2026-07-16",19,"Jul","Manmad Jn","Izzatnagar","NER","North Eastern Railway","OFCF","OFC Fault","GR-11973","OFC-000552","Medium","Fibre bend radius violation at cable entry point","Other","Heavy Rain","CMS Auto Alert",25,160,22,"2026-07-16 17:25:00",231,"3h 51m","Replaced damaged LED unit and checked aspect clarity","Pradeep Singh (SSE/Sig)","Tech/Sig","Restored",,"Pending Emergency Dispatch",30,"160m detention · 16 trains affected",22,FALSE,"Alstom",TRUE,17.53,95.07,,,,29.56,82.02,
"SFR-008620","2025-11-18 02:57:00","2025-11-18",8,"Nov","Chennai Central","Mumbai","CR","Central Railway","SF","Signal Failure","GR-80040","CLS-001055","Critical","Back-light check relay malfunction","Other","Fog","Station Master Report",6,35,7,"2025-11-18 03:28:00",31,"0h 31m","Rewired terminal connections and megger tested","Hemant Bansal (SSE/Sig)","CMS Alert","Restored","BDMS-EMG-2026-CR-08620","Emergency Block Granted in BDMS",60,"35m detention · 3 trains affected",29,TRUE,"GE Transportation",FALSE,31.7,68.77,23.72,1,0.03,27.67,47.43,212.32
